img_original,triangle_id,camera_view,object_in_square,AB_cm,BC_cm,CA_cm,angle_A_deg,angle_B_deg,angle_C_deg,side_type,angle_type,ab_over_ac,abs_b_minus_c_deg,max_over_min_side,angle_range_deg
triangles_original/048_P0.jpg,048,planar,none,46.3,88.7,47,143.87,18.21,17.93,isosceles,obtuse,0.9851,0.2805,1.9158,125.94
triangles_original/048_P1.jpg,048,planar,apple,46.3,88.7,47,143.87,18.21,17.93,isosceles,obtuse,0.9851,0.2805,1.9158,125.94
triangles_original/048_T0.jpg,048,tilted,none,46.3,88.7,47,143.87,18.21,17.93,isosceles,obtuse,0.9851,0.2805,1.9158,125.94
triangles_original/048_T1.jpg,048,tilted,apple,46.3,88.7,47,143.87,18.21,17.93,isosceles,obtuse,0.9851,0.2805,1.9158,125.94
triangles_original/049_P0.jpg,049,planar,none,88.7,46.3,47,17.93,18.21,143.87,isosceles,obtuse,1.8872,125.6584,1.9158,125.94
triangles_original/049_P1.jpg,049,planar,box,88.7,46.3,47,17.93,18.21,143.87,isosceles,obtuse,1.8872,125.6584,1.9158,125.94
triangles_original/049_T0.jpg,049,tilted,none,88.7,46.3,47,17.93,18.21,143.87,isosceles,obtuse,1.8872,125.6584,1.9158,125.94
triangles_original/049_T1.jpg,049,tilted,box,88.7,46.3,47,17.93,18.21,143.87,isosceles,obtuse,1.8872,125.6584,1.9158,125.94
triangles_original/050_P0.jpg,050,planar,none,63.2,41.5,27.5,29.40,18.99,131.61,scalene,obtuse,2.2982,112.6254,2.2982,112.63
triangles_original/050_P1.jpg,050,planar,box,63.2,41.5,27.5,29.40,18.99,131.61,scalene,obtuse,2.2982,112.6254,2.2982,112.63
triangles_original/050_T0.jpg,050,tilted,none,63.2,41.5,27.5,29.40,18.99,131.61,scalene,obtuse,2.2982,112.6254,2.2982,112.63
triangles_original/050_T1.jpg,050,tilted,box,63.2,41.5,27.5,29.40,18.99,131.61,scalene,obtuse,2.2982,112.6254,2.2982,112.63
triangles_original/051_P0.jpg,051,planar,none,77.5,50.3,32,24.87,15.52,139.62,scalene,obtuse,2.4219,124.1003,2.4219,124.10
triangles_original/051_P1.jpg,051,planar,box,77.5,50.3,32,24.87,15.52,139.62,scalene,obtuse,2.4219,124.1003,2.4219,124.10
triangles_original/051_T0.jpg,051,tilted,none,77.5,50.3,32,24.87,15.52,139.62,scalene,obtuse,2.4219,124.1003,2.4219,124.10
triangles_original/051_T1.jpg,051,tilted,box,77.5,50.3,32,24.87,15.52,139.62,scalene,obtuse,2.4219,124.1003,2.4219,124.10
triangles_original/052_P0.jpg,052,planar,none,92.3,36.5,71.1,21.13,44.61,114.25,scalene,obtuse,1.2982,69.6360,2.5288,93.12
triangles_original/052_P1.jpg,052,planar,stool,92.3,36.5,71.1,21.13,44.61,114.25,scalene,obtuse,1.2982,69.6360,2.5288,93.12
triangles_original/052_T0.jpg,052,tilted,none,92.3,36.5,71.1,21.13,44.61,114.25,scalene,obtuse,1.2982,69.6360,2.5288,93.12
triangles_original/052_T1.jpg,052,tilted,stool,92.3,36.5,71.1,21.13,44.61,114.25,scalene,obtuse,1.2982,69.6360,2.5288,93.12
triangles_original/053_P0.jpg,053,planar,none,89,41,64.3,24.98,41.48,113.54,scalene,obtuse,1.3841,72.0557,2.1707,88.55
triangles_original/053_P1.jpg,053,planar,stool,89,41,64.3,24.98,41.48,113.54,scalene,obtuse,1.3841,72.0557,2.1707,88.55
triangles_original/053_T0.jpg,053,tilted,none,89,41,64.3,24.98,41.48,113.54,scalene,obtuse,1.3841,72.0557,2.1707,88.55
triangles_original/053_T1.jpg,053,tilted,stool,89,41,64.3,24.98,41.48,113.54,scalene,obtuse,1.3841,72.0557,2.1707,88.55
triangles_original/054_P0.jpg,054,planar,none,106.2,75.8,67.5,45.27,39.25,95.48,scalene,obtuse,1.5733,56.2271,1.5733,56.23
triangles_original/054_P1.jpg,054,planar,stool,106.2,75.8,67.5,45.27,39.25,95.48,scalene,obtuse,1.5733,56.2271,1.5733,56.23
triangles_original/054_T0.jpg,054,tilted,none,106.2,75.8,67.5,45.27,39.25,95.48,scalene,obtuse,1.5733,56.2271,1.5733,56.23
triangles_original/054_T1.jpg,054,tilted,stool,106.2,75.8,67.5,45.27,39.25,95.48,scalene,obtuse,1.5733,56.2271,1.5733,56.23
triangles_original/055_P0.jpg,055,planar,none,106.2,79.8,52.4,46.54,28.46,105.00,scalene,obtuse,2.0267,76.5377,2.0267,76.54
triangles_original/055_P1.jpg,055,planar,laptop,106.2,79.8,52.4,46.54,28.46,105.00,scalene,obtuse,2.0267,76.5377,2.0267,76.54
triangles_original/055_T0.jpg,055,tilted,none,106.2,79.8,52.4,46.54,28.46,105.00,scalene,obtuse,2.0267,76.5377,2.0267,76.54
triangles_original/055_T1.jpg,055,tilted,laptop,106.2,79.8,52.4,46.54,28.46,105.00,scalene,obtuse,2.0267,76.5377,2.0267,76.54
triangles_original/056_P0.jpg,056,planar,none,106.2,85,38.3,47.27,19.33,113.41,scalene,obtuse,2.7728,94.0797,2.7728,94.08
triangles_original/056_P1.jpg,056,planar,laptop,106.2,85,38.3,47.27,19.33,113.41,scalene,obtuse,2.7728,94.0797,2.7728,94.08
triangles_original/056_T0.jpg,056,tilted,none,106.2,85,38.3,47.27,19.33,113.41,scalene,obtuse,2.7728,94.0797,2.7728,94.08
triangles_original/056_T1.jpg,056,tilted,laptop,106.2,85,38.3,47.27,19.33,113.41,scalene,obtuse,2.7728,94.0797,2.7728,94.08
triangles_original/057_P0.jpg,057,planar,none,84,97.4,38.4,98.52,22.95,58.53,scalene,obtuse,2.1875,35.5802,2.5365,75.58
triangles_original/057_P1.jpg,057,planar,laptop,84,97.4,38.4,98.52,22.95,58.53,scalene,obtuse,2.1875,35.5802,2.5365,75.58
triangles_original/057_T0.jpg,057,tilted,none,84,97.4,38.4,98.52,22.95,58.53,scalene,obtuse,2.1875,35.5802,2.5365,75.58
triangles_original/057_T1.jpg,057,tilted,laptop,84,97.4,38.4,98.52,22.95,58.53,scalene,obtuse,2.1875,35.5802,2.5365,75.58
triangles_original/058_P0.jpg,058,planar,none,34.8,60.5,38.3,111.62,36.05,32.33,scalene,obtuse,0.9086,3.7257,1.7385,79.30
triangles_original/058_P1.jpg,058,planar,pillow,34.8,60.5,38.3,111.62,36.05,32.33,scalene,obtuse,0.9086,3.7257,1.7385,79.30
triangles_original/058_T0.jpg,058,tilted,none,34.8,60.5,38.3,111.62,36.05,32.33,scalene,obtuse,0.9086,3.7257,1.7385,79.30
triangles_original/058_T1.jpg,058,tilted,pillow,34.8,60.5,38.3,111.62,36.05,32.33,scalene,obtuse,0.9086,3.7257,1.7385,79.30
triangles_original/059_P0.jpg,059,planar,none,29.3,54.5,36.8,110.57,39.21,30.22,scalene,obtuse,0.7962,8.9904,1.8601,80.34
triangles_original/059_P1.jpg,059,planar,pillow,29.3,54.5,36.8,110.57,39.21,30.22,scalene,obtuse,0.7962,8.9904,1.8601,80.34
triangles_original/059_T0.jpg,059,tilted,none,29.3,54.5,36.8,110.57,39.21,30.22,scalene,obtuse,0.7962,8.9904,1.8601,80.34
triangles_original/059_T1.jpg,059,tilted,pillow,29.3,54.5,36.8,110.57,39.21,30.22,scalene,obtuse,0.7962,8.9904,1.8601,80.34
triangles_original/060_P0.jpg,060,planar,none,29.3,36.8,54.5,39.21,110.57,30.22,scalene,obtuse,0.5376,80.3433,1.8601,80.34
triangles_original/060_P1.jpg,060,planar,pillow,29.3,36.8,54.5,39.21,110.57,30.22,scalene,obtuse,0.5376,80.3433,1.8601,80.34
triangles_original/060_T0.jpg,060,tilted,none,29.3,36.8,54.5,39.21,110.57,30.22,scalene,obtuse,0.5376,80.3433,1.8601,80.34
triangles_original/060_T1.jpg,060,tilted,pillow,29.3,36.8,54.5,39.21,110.57,30.22,scalene,obtuse,0.5376,80.3433,1.8601,80.34
triangles_original/061_P0.jpg,061,planar,none,40,30,50,36.87,90.00,53.13,scalene,right,0.8000,36.8699,1.6667,53.13
triangles_original/061_P1.jpg,061,planar,rubiks cube,40,30,50,36.87,90.00,53.13,scalene,right,0.8000,36.8699,1.6667,53.13
triangles_original/061_T0.jpg,061,tilted,none,40,30,50,36.87,90.00,53.13,scalene,right,0.8000,36.8699,1.6667,53.13
triangles_original/061_T1.jpg,061,tilted,rubiks cube,40,30,50,36.87,90.00,53.13,scalene,right,0.8000,36.8699,1.6667,53.13
triangles_original/062_P0.jpg,062,planar,none,84.9,60,60,44.97,44.97,90.06,isosceles,right,1.4150,45.0956,1.4150,45.10
triangles_original/062_P1.jpg,062,planar,rubiks cube,84.9,60,60,44.97,44.97,90.06,isosceles,right,1.4150,45.0956,1.4150,45.10
triangles_original/062_T0.jpg,062,tilted,none,84.9,60,60,44.97,44.97,90.06,isosceles,right,1.4150,45.0956,1.4150,45.10
triangles_original/062_T1.jpg,062,tilted,rubiks cube,84.9,60,60,44.97,44.97,90.06,isosceles,right,1.4150,45.0956,1.4150,45.10
triangles_original/063_P0.jpg,063,planar,none,86.5,54.2,66.3,38.79,50.02,91.19,scalene,right,1.3047,41.1637,1.5959,52.40
triangles_original/063_P1.jpg,063,planar,rubiks cube,86.5,54.2,66.3,38.79,50.02,91.19,scalene,right,1.3047,41.1637,1.5959,52.40
triangles_original/063_T0.jpg,063,tilted,none,86.5,54.2,66.3,38.79,50.02,91.19,scalene,right,1.3047,41.1637,1.5959,52.40
triangles_original/063_T1.jpg,063,tilted,rubiks cube,86.5,54.2,66.3,38.79,50.02,91.19,scalene,right,1.3047,41.1637,1.5959,52.40
triangles_original/064_P0.jpg,064,planar,none,77,17.3,78.9,12.67,89.93,77.40,isosceles,right,0.9759,12.5334,4.5607,77.27
triangles_original/064_P1.jpg,064,planar,glass,77,17.3,78.9,12.67,89.93,77.40,isosceles,right,0.9759,12.5334,4.5607,77.27
triangles_original/064_T0.jpg,064,tilted,none,77,17.3,78.9,12.67,89.93,77.40,isosceles,right,0.9759,12.5334,4.5607,77.27
triangles_original/064_T1.jpg,064,tilted,glass,77,17.3,78.9,12.67,89.93,77.40,isosceles,right,0.9759,12.5334,4.5607,77.27
triangles_original/065_P0.jpg,065,planar,none,61.1,28.9,68.2,25.06,91.34,63.59,scalene,right,0.8959,27.7520,2.3599,66.28
triangles_original/065_P1.jpg,065,planar,glass,61.1,28.9,68.2,25.06,91.34,63.59,scalene,right,0.8959,27.7520,2.3599,66.28
triangles_original/065_T0.jpg,065,tilted,none,61.1,28.9,68.2,25.06,91.34,63.59,scalene,right,0.8959,27.7520,2.3599,66.28
triangles_original/065_T1.jpg,065,tilted,glass,61.1,28.9,68.2,25.06,91.34,63.59,scalene,right,0.8959,27.7520,2.3599,66.28
triangles_original/066_P0.jpg,066,planar,none,85.9,60.2,60.8,44.49,45.05,90.45,isosceles,right,1.4128,45.4006,1.4269,45.96
triangles_original/066_P1.jpg,066,planar,glass,85.9,60.2,60.8,44.49,45.05,90.45,isosceles,right,1.4128,45.4006,1.4269,45.96
triangles_original/066_T0.jpg,066,tilted,none,85.9,60.2,60.8,44.49,45.05,90.45,isosceles,right,1.4128,45.4006,1.4269,45.96
triangles_original/066_T1.jpg,066,tilted,glass,85.9,60.2,60.8,44.49,45.05,90.45,isosceles,right,1.4128,45.4006,1.4269,45.96
triangles_original/067_P0.jpg,067,planar,none,73.5,97.5,62.6,91.15,39.94,48.91,scalene,right,1.1741,8.9761,1.5575,51.22
triangles_original/067_P1.jpg,067,planar,iron,73.5,97.5,62.6,91.15,39.94,48.91,scalene,right,1.1741,8.9761,1.5575,51.22
triangles_original/067_T0.jpg,067,tilted,none,73.5,97.5,62.6,91.15,39.94,48.91,scalene,right,1.1741,8.9761,1.5575,51.22
triangles_original/067_T1.jpg,067,tilted,iron,73.5,97.5,62.6,91.15,39.94,48.91,scalene,right,1.1741,8.9761,1.5575,51.22
triangles_original/068_P0.jpg,068,planar,none,60.5,46.4,76.8,37.16,90.87,51.97,scalene,right,0.7878,38.8995,1.6552,53.70
triangles_original/068_P1.jpg,068,planar,iron,60.5,46.4,76.8,37.16,90.87,51.97,scalene,right,0.7878,38.8995,1.6552,53.70
triangles_original/068_T0.jpg,068,tilted,none,60.5,46.4,76.8,37.16,90.87,51.97,scalene,right,0.7878,38.8995,1.6552,53.70
triangles_original/068_T1.jpg,068,tilted,iron,60.5,46.4,76.8,37.16,90.87,51.97,scalene,right,0.7878,38.8995,1.6552,53.70
triangles_original/069_P0.jpg,069,planar,none,78,97.1,56.3,91.14,35.43,53.43,scalene,right,1.3854,18.0012,1.7247,55.71
triangles_original/069_P1.jpg,069,planar,iron,78,97.1,56.3,91.14,35.43,53.43,scalene,right,1.3854,18.0012,1.7247,55.71
triangles_original/069_T0.jpg,069,tilted,none,78,97.1,56.3,91.14,35.43,53.43,scalene,right,1.3854,18.0012,1.7247,55.71
triangles_original/069_T1.jpg,069,tilted,iron,78,97.1,56.3,91.14,35.43,53.43,scalene,right,1.3854,18.0012,1.7247,55.71
triangles_original/070_P0.jpg,070,planar,none,80,110.4,74.2,91.36,42.21,46.42,scalene,right,1.0782,4.2069,1.4879,49.15
triangles_original/070_P1.jpg,070,planar,book,80,110.4,74.2,91.36,42.21,46.42,scalene,right,1.0782,4.2069,1.4879,49.15
triangles_original/070_T0.jpg,070,tilted,none,80,110.4,74.2,91.36,42.21,46.42,scalene,right,1.0782,4.2069,1.4879,49.15
triangles_original/070_T1.jpg,070,tilted,book,80,110.4,74.2,91.36,42.21,46.42,scalene,right,1.0782,4.2069,1.4879,49.15
triangles_original/071_P0.jpg,071,planar,none,55.7,75.5,95,52.60,91.51,35.88,scalene,right,0.5863,55.6327,1.7056,55.63
triangles_original/071_P1.jpg,071,planar,book,55.7,75.5,95,52.60,91.51,35.88,scalene,right,0.5863,55.6327,1.7056,55.63
triangles_original/071_T0.jpg,071,tilted,none,55.7,75.5,95,52.60,91.51,35.88,scalene,right,0.5863,55.6327,1.7056,55.63
triangles_original/071_T1.jpg,071,tilted,book,55.7,75.5,95,52.60,91.51,35.88,scalene,right,0.5863,55.6327,1.7056,55.63
triangles_original/072_P0.jpg,072,planar,none,50,79.6,60,92.26,48.87,38.88,scalene,right,0.8333,9.9898,1.5920,53.38
triangles_original/072_P1.jpg,072,planar,book,50,79.6,60,92.26,48.87,38.88,scalene,right,0.8333,9.9898,1.5920,53.38
triangles_original/072_T0.jpg,072,tilted,none,50,79.6,60,92.26,48.87,38.88,scalene,right,0.8333,9.9898,1.5920,53.38
triangles_original/072_T1.jpg,072,tilted,book,50,79.6,60,92.26,48.87,38.88,scalene,right,0.8333,9.9898,1.5920,53.38
triangles_original/073_P0.jpg,073,planar,none,73.6,70.2,103.1,42.89,91.58,45.53,scalene,right,0.7139,46.0498,1.4687,48.69
triangles_original/073_P1.jpg,073,planar,kettle,73.6,70.2,103.1,42.89,91.58,45.53,scalene,right,0.7139,46.0498,1.4687,48.69
triangles_original/073_T0.jpg,073,tilted,none,73.6,70.2,103.1,42.89,91.58,45.53,scalene,right,0.7139,46.0498,1.4687,48.69
triangles_original/073_T1.jpg,073,tilted,kettle,73.6,70.2,103.1,42.89,91.58,45.53,scalene,right,0.7139,46.0498,1.4687,48.69
triangles_original/074_P0.jpg,074,planar,none,80.3,60.3,101.5,36.44,91.29,52.27,scalene,right,0.7911,39.0176,1.6833,54.85
triangles_original/074_P1.jpg,074,planar,kettle,80.3,60.3,101.5,36.44,91.29,52.27,scalene,right,0.7911,39.0176,1.6833,54.85
triangles_original/074_T0.jpg,074,tilted,none,80.3,60.3,101.5,36.44,91.29,52.27,scalene,right,0.7911,39.0176,1.6833,54.85
triangles_original/074_T1.jpg,074,tilted,kettle,80.3,60.3,101.5,36.44,91.29,52.27,scalene,right,0.7911,39.0176,1.6833,54.85
triangles_original/075_P0.jpg,075,planar,none,51.9,92,75.1,90.96,54.71,34.34,scalene,right,0.6911,20.3688,1.7726,56.62
triangles_original/075_P1.jpg,075,planar,kettle,51.9,92,75.1,90.96,54.71,34.34,scalene,right,0.6911,20.3688,1.7726,56.62
triangles_original/075_T0.jpg,075,tilted,none,51.9,92,75.1,90.96,54.71,34.34,scalene,right,0.6911,20.3688,1.7726,56.62
triangles_original/075_T1.jpg,075,tilted,kettle,51.9,92,75.1,90.96,54.71,34.34,scalene,right,0.6911,20.3688,1.7726,56.62
triangles_original/076_P0.jpg,076,planar,none,95,73.9,60,51.07,39.17,89.77,scalene,right,1.5833,50.5997,1.5833,50.60
triangles_original/076_P1.jpg,076,planar,apple,95,73.9,60,51.07,39.17,89.77,scalene,right,1.5833,50.5997,1.5833,50.60
triangles_original/076_T0.jpg,076,tilted,none,95,73.9,60,51.07,39.17,89.77,scalene,right,1.5833,50.5997,1.5833,50.60
triangles_original/076_T1.jpg,076,tilted,apple,95,73.9,60,51.07,39.17,89.77,scalene,right,1.5833,50.5997,1.5833,50.60
triangles_original/077_P0.jpg,077,planar,none,80.2,43.9,68.5,33.17,58.62,88.21,scalene,right,1.1708,29.5978,1.8269,55.04
triangles_original/077_P1.jpg,077,planar,apple,80.2,43.9,68.5,33.17,58.62,88.21,scalene,right,1.1708,29.5978,1.8269,55.04
triangles_original/077_T0.jpg,077,tilted,none,80.2,43.9,68.5,33.17,58.62,88.21,scalene,right,1.1708,29.5978,1.8269,55.04
triangles_original/077_T1.jpg,077,tilted,apple,80.2,43.9,68.5,33.17,58.62,88.21,scalene,right,1.1708,29.5978,1.8269,55.04
triangles_original/078_P0.jpg,078,planar,none,60.4,15.6,58.2,14.97,74.48,90.55,scalene,right,1.0378,16.0754,3.8718,75.59
triangles_original/078_P1.jpg,078,planar,apple,60.4,15.6,58.2,14.97,74.48,90.55,scalene,right,1.0378,16.0754,3.8718,75.59
triangles_original/078_T0.jpg,078,tilted,none,60.4,15.6,58.2,14.97,74.48,90.55,scalene,right,1.0378,16.0754,3.8718,75.59
triangles_original/078_T1.jpg,078,tilted,apple,60.4,15.6,58.2,14.97,74.48,90.55,scalene,right,1.0378,16.0754,3.8718,75.59
triangles_original/079_P0.jpg,079,planar,none,96,25,92.5,15.09,74.48,90.43,scalene,right,1.0378,15.9553,3.8400,75.34
triangles_original/079_P1.jpg,079,planar,box,96,25,92.5,15.09,74.48,90.43,scalene,right,1.0378,15.9553,3.8400,75.34
triangles_original/079_T0.jpg,079,tilted,none,96,25,92.5,15.09,74.48,90.43,scalene,right,1.0378,15.9553,3.8400,75.34
triangles_original/079_T1.jpg,079,tilted,box,96,25,92.5,15.09,74.48,90.43,scalene,right,1.0378,15.9553,3.8400,75.34
triangles_original/080_P0.jpg,080,planar,none,64.7,57.6,29.6,62.91,27.23,89.87,scalene,right,2.1858,62.6429,2.1858,62.64
triangles_original/080_P1.jpg,080,planar,box,64.7,57.6,29.6,62.91,27.23,89.87,scalene,right,2.1858,62.6429,2.1858,62.64
triangles_original/080_T0.jpg,080,tilted,none,64.7,57.6,29.6,62.91,27.23,89.87,scalene,right,2.1858,62.6429,2.1858,62.64
triangles_original/080_T1.jpg,080,tilted,box,64.7,57.6,29.6,62.91,27.23,89.87,scalene,right,2.1858,62.6429,2.1858,62.64
triangles_original/081_P0.jpg,081,planar,none,70.5,97.3,65.5,91.28,42.30,46.42,scalene,right,1.0763,4.1179,1.4855,48.98
triangles_original/081_P1.jpg,081,planar,box,70.5,97.3,65.5,91.28,42.30,46.42,scalene,right,1.0763,4.1179,1.4855,48.98
triangles_original/081_T0.jpg,081,tilted,none,70.5,97.3,65.5,91.28,42.30,46.42,scalene,right,1.0763,4.1179,1.4855,48.98
triangles_original/081_T1.jpg,081,tilted,box,70.5,97.3,65.5,91.28,42.30,46.42,scalene,right,1.0763,4.1179,1.4855,48.98
triangles_original/082_P0.jpg,082,planar,none,95.1,131.3,93.1,88.47,45.14,46.39,isosceles,right,1.0215,1.2506,1.4103,43.33
triangles_original/082_P1.jpg,082,planar,stool,95.1,131.3,93.1,88.47,45.14,46.39,isosceles,right,1.0215,1.2506,1.4103,43.33
triangles_original/082_T0.jpg,082,tilted,none,95.1,131.3,93.1,88.47,45.14,46.39,isosceles,right,1.0215,1.2506,1.4103,43.33
triangles_original/082_T1.jpg,082,tilted,stool,95.1,131.3,93.1,88.47,45.14,46.39,isosceles,right,1.0215,1.2506,1.4103,43.33
triangles_original/083_P0.jpg,083,planar,none,71.5,40,82.8,28.88,91.44,59.68,scalene,right,0.8635,31.7545,2.0700,62.56
triangles_original/083_P1.jpg,083,planar,stool,71.5,40,82.8,28.88,91.44,59.68,scalene,right,0.8635,31.7545,2.0700,62.56
triangles_original/083_T0.jpg,083,tilted,none,71.5,40,82.8,28.88,91.44,59.68,scalene,right,0.8635,31.7545,2.0700,62.56
triangles_original/083_T1.jpg,083,tilted,stool,71.5,40,82.8,28.88,91.44,59.68,scalene,right,0.8635,31.7545,2.0700,62.56
triangles_original/084_P0.jpg,084,planar,none,84,120.5,86.4,90.00,45.81,44.19,isosceles,right,0.9722,1.6139,1.4345,45.80
triangles_original/084_P1.jpg,084,planar,stool,84,120.5,86.4,90.00,45.81,44.19,isosceles,right,0.9722,1.6139,1.4345,45.80
triangles_original/084_T0.jpg,084,tilted,none,84,120.5,86.4,90.00,45.81,44.19,isosceles,right,0.9722,1.6139,1.4345,45.80
triangles_original/084_T1.jpg,084,tilted,stool,84,120.5,86.4,90.00,45.81,44.19,isosceles,right,0.9722,1.6139,1.4345,45.80
triangles_original/085_P0.jpg,085,planar,none,84,120.5,86.4,90.00,45.81,44.19,isosceles,right,0.9722,1.6139,1.4345,45.80
triangles_original/085_P1.jpg,085,planar,laptop,84,120.5,86.4,90.00,45.81,44.19,isosceles,right,0.9722,1.6139,1.4345,45.80
triangles_original/085_T0.jpg,085,tilted,none,84,120.5,86.4,90.00,45.81,44.19,isosceles,right,0.9722,1.6139,1.4345,45.80
triangles_original/085_T1.jpg,085,tilted,laptop,84,120.5,86.4,90.00,45.81,44.19,isosceles,right,0.9722,1.6139,1.4345,45.80
triangles_original/086_P0.jpg,086,planar,none,78.5,35.2,70.4,26.64,63.74,89.62,scalene,right,1.1151,25.8791,2.2301,62.98
triangles_original/086_P1.jpg,086,planar,laptop,78.5,35.2,70.4,26.64,63.74,89.62,scalene,right,1.1151,25.8791,2.2301,62.98
triangles_original/086_T0.jpg,086,tilted,none,78.5,35.2,70.4,26.64,63.74,89.62,scalene,right,1.1151,25.8791,2.2301,62.98
triangles_original/086_T1.jpg,086,tilted,laptop,78.5,35.2,70.4,26.64,63.74,89.62,scalene,right,1.1151,25.8791,2.2301,62.98
triangles_original/087_P0.jpg,087,planar,none,86.7,88.9,20.5,89.45,13.33,77.22,isosceles,right,4.2293,63.8838,4.3366,76.12
triangles_original/087_P1.jpg,087,planar,laptop,86.7,88.9,20.5,89.45,13.33,77.22,isosceles,right,4.2293,63.8838,4.3366,76.12
triangles_original/087_T0.jpg,087,tilted,none,86.7,88.9,20.5,89.45,13.33,77.22,isosceles,right,4.2293,63.8838,4.3366,76.12
triangles_original/087_T1.jpg,087,tilted,laptop,86.7,88.9,20.5,89.45,13.33,77.22,isosceles,right,4.2293,63.8838,4.3366,76.12
triangles_original/088_P0.jpg,088,planar,none,59.2,54,79.8,42.58,89.53,47.89,scalene,right,0.7419,41.6411,1.4778,46.94
triangles_original/088_P1.jpg,088,planar,pillow,59.2,54,79.8,42.58,89.53,47.89,scalene,right,0.7419,41.6411,1.4778,46.94
triangles_original/088_T0.jpg,088,tilted,none,59.2,54,79.8,42.58,89.53,47.89,scalene,right,0.7419,41.6411,1.4778,46.94
triangles_original/088_T1.jpg,088,tilted,pillow,59.2,54,79.8,42.58,89.53,47.89,scalene,right,0.7419,41.6411,1.4778,46.94
triangles_original/089_P0.jpg,089,planar,none,66.8,64.2,92.6,43.89,89.94,46.17,scalene,right,0.7214,43.7704,1.4424,46.05
triangles_original/089_P1.jpg,089,planar,pillow,66.8,64.2,92.6,43.89,89.94,46.17,scalene,right,0.7214,43.7704,1.4424,46.05
triangles_original/089_T0.jpg,089,tilted,none,66.8,64.2,92.6,43.89,89.94,46.17,scalene,right,0.7214,43.7704,1.4424,46.05
triangles_original/089_T1.jpg,089,tilted,pillow,66.8,64.2,92.6,43.89,89.94,46.17,scalene,right,0.7214,43.7704,1.4424,46.05
triangles_original/090_P0.jpg,090,planar,none,10.7,92.6,91.9,90.43,82.94,6.64,scalene,right,0.1164,76.3025,8.6542,83.79
triangles_original/090_P1.jpg,090,planar,pillow,10.7,92.6,91.9,90.43,82.94,6.64,scalene,right,0.1164,76.3025,8.6542,83.79
triangles_original/090_T0.jpg,090,tilted,none,10.7,92.6,91.9,90.43,82.94,6.64,scalene,right,0.1164,76.3025,8.6542,83.79
triangles_original/090_T1.jpg,090,tilted,pillow,10.7,92.6,91.9,90.43,82.94,6.64,scalene,right,0.1164,76.3025,8.6542,83.79
triangles_original/091_P0.jpg,091,planar,none,90,90,90,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/091_P1.jpg,091,planar,rubiks cube,90,90,90,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/091_T0.jpg,091,tilted,none,90,90,90,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/091_T1.jpg,091,tilted,rubiks cube,90,90,90,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/092_P0.jpg,092,planar,none,70,70,70,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/092_P1.jpg,092,planar,glass,70,70,70,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/092_T0.jpg,092,tilted,none,70,70,70,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/092_T1.jpg,092,tilted,glass,70,70,70,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/093_P0.jpg,093,planar,none,60,60,60,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/093_P1.jpg,093,planar,iron,60,60,60,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/093_T0.jpg,093,tilted,none,60,60,60,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/093_T1.jpg,093,tilted,iron,60,60,60,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/094_P0.jpg,094,planar,none,50.3,50.6,50,60.59,59.41,60.00,equilateral,acute,1.0060,0.5866,1.0120,1.18
triangles_original/094_P1.jpg,094,planar,book,50.3,50.6,50,60.59,59.41,60.00,equilateral,acute,1.0060,0.5866,1.0120,1.18
triangles_original/094_T0.jpg,094,tilted,none,50.3,50.6,50,60.59,59.41,60.00,equilateral,acute,1.0060,0.5866,1.0120,1.18
triangles_original/094_T1.jpg,094,tilted,book,50.3,50.6,50,60.59,59.41,60.00,equilateral,acute,1.0060,0.5866,1.0120,1.18
triangles_original/095_P0.jpg,095,planar,none,30.3,30.8,30.4,60.98,59.67,59.35,equilateral,acute,0.9967,0.3206,1.0165,1.63
triangles_original/095_P1.jpg,095,planar,kettle,30.3,30.8,30.4,60.98,59.67,59.35,equilateral,acute,0.9967,0.3206,1.0165,1.63
triangles_original/095_T0.jpg,095,tilted,none,30.3,30.8,30.4,60.98,59.67,59.35,equilateral,acute,0.9967,0.3206,1.0165,1.63
triangles_original/095_T1.jpg,095,tilted,kettle,30.3,30.8,30.4,60.98,59.67,59.35,equilateral,acute,0.9967,0.3206,1.0165,1.63
triangles_original/096_P0.jpg,096,planar,none,89.7,90.4,90,60.41,59.96,59.63,equilateral,acute,0.9967,0.3287,1.0078,0.77
