img_original,side_type_3d,angle_type_3d,side_type_2d,angle_type_2d,gemini_2.5_pro_Q1_acc_3d,gemini_2.5_pro_Q1_acc_2d,gemini_2.5_flash_Q1_acc_3d,gemini_2.5_flash_Q1_acc_2d,openai_gpt_5_Q1_acc_3d,openai_gpt_5_Q1_acc_2d,qwen_2.5_32b_Q1_acc_3d,qwen_2.5_32b_Q1_acc_2d,gemini_2.5_pro_Q2_acc_3d,gemini_2.5_pro_Q2_acc_2d,gemini_2.5_flash_Q2_acc_3d,gemini_2.5_flash_Q2_acc_2d,openai_gpt_5_Q2_acc_3d,openai_gpt_5_Q2_acc_2d,qwen_2.5_32b_Q2_acc_3d,qwen_2.5_32b_Q2_acc_2d,gemini_2.5_pro_Q3_acc_3d,gemini_2.5_pro_Q3_acc_2d,gemini_2.5_flash_Q3_acc_3d,gemini_2.5_flash_Q3_acc_2d,openai_gpt_5_Q3_acc_3d,openai_gpt_5_Q3_acc_2d,qwen_2.5_32b_Q3_acc_3d,qwen_2.5_32b_Q3_acc_2d,gemini_2.5_pro_Q4_acc_3d,gemini_2.5_pro_Q4_acc_2d,gemini_2.5_flash_Q4_acc_3d,gemini_2.5_flash_Q4_acc_2d,openai_gpt_5_Q4_acc_3d,openai_gpt_5_Q4_acc_2d,qwen_2.5_32b_Q4_acc_3d,qwen_2.5_32b_Q4_acc_2d,gemini_2.5_pro_Q5_acc_3d,gemini_2.5_pro_Q5_acc_2d,gemini_2.5_flash_Q5_acc_3d,gemini_2.5_flash_Q5_acc_2d,openai_gpt_5_Q5_acc_3d,openai_gpt_5_Q5_acc_2d,qwen_2.5_32b_Q5_acc_3d,qwen_2.5_32b_Q5_acc_2d,gemini_2.5_pro_Q6_acc_3d,gemini_2.5_pro_Q6_acc_2d,gemini_2.5_flash_Q6_acc_3d,gemini_2.5_flash_Q6_acc_2d,openai_gpt_5_Q6_acc_3d,openai_gpt_5_Q6_acc_2d,qwen_2.5_32b_Q6_acc_3d,qwen_2.5_32b_Q6_acc_2d
triangles_original/027_P1.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9898337392777719,0.979153572176828,0.7858731335380704,0.7773936727425099,0.6418511066398391,0.6565053425518542,0.5023827173567723,0.5185417976115652,0.99522,0.9894616666666667,0.78446,0.7787016666666667,0.9731233333333333,0.967365,0.95503,0.9492716666666666,0.9673377328543981,0.9349265299531729,0.666694511736697,0.711367673179396,0.8331801854481664,0.872275149362183,0.5530866260128645,0.6015662845147747,0.9848994444444444,0.9705888888888888,0.7915483333333333,0.8058588888888889,0.9919466666666666,0.9776361111111112,0.9292777777777778,0.9435883333333334
triangles_original/027_T0.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9762787249814677,0.5449810606060607,0.8516361325849836,0.7307449494949496,0.7228634967700943,0.09659090909090928,0.5023827173567723,-0.23200757575757547,0.9872455555555556,0.8235505555555556,0.9226644444444444,0.8881316666666667,0.9749188888888889,0.8358772222222223,0.95503,0.8557661111111111,0.9612396625177513,0.7290755876576063,0.9612396625177513,0.787873027941456,0.9324200150363379,0.8097319901159475,0.8186450588923233,0.896027371222201,0.9833727777777778,0.85175,0.9802455555555556,0.8881316666666667,0.9801666666666666,0.8485438888888889,0.9292777777777778,0.9390994444444445
triangles_original/027_T1.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.961558826644075,0.4262558176857647,0.5652864555755587,-0.17428984111699575,0.7493381340675633,0.10463809982346317,0.6926824102509797,0.01877708233028419,0.9725127777777778,0.7728244444444444,0.8820577777777778,0.9182538888888889,0.9990322222222222,0.7993438888888889,0.9512583333333333,0.8490533333333333,0.8518920725085624,0.6354289986915073,0.8682649736864089,0.8441647454670073,0.9336730431877037,0.795376658981868,0.7831425946036255,0.9076577979936445,0.9149316666666667,0.7728244444444444,0.9396388888888889,0.9182538888888889,0.9650683333333333,0.8229611111111111,0.9656294444444444,0.8922633333333333
triangles_original/028_P0.jpg,isosceles,acute,isosceles,acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9777558082056352,0.9684756584197924,0.5951557093425606,0.5824022346368714,0.7024221453287198,0.6906424581005586,0.601878398418191,0.5891859537110934,0.9898122222222222,0.9771622222222223,0.8318861111111111,0.8192361111111112,0.9559738888888889,0.9433238888888889,0.9328738888888889,0.9202238888888888,0.5916644914295659,0.5799326254743935,0.6182023840598625,0.6059443094111125,0.6443922387540242,0.6316148565093174,0.6152440616027146,0.6030446462837405,0.8502094444444445,0.8514166666666667,0.8867655555555556,0.8879727777777777,0.8576466666666667,0.8588538888888889,0.8691111111111112,0.8703183333333333
triangles_original/028_P1.jpg,isosceles,acute,isosceles,acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9172516065249631,0.9137075976988693,0.9848739495798319,0.9880975996826027,0.735541275333663,0.7314024995040667,0.601878398418191,0.5973021225947234,0.9260372222222222,0.9215444444444445,0.9857222222222223,0.990215,0.961585,0.9570922222222222,0.8686233333333333,0.8641305555555555,0.7414078134516662,0.7338098518773681,0.4425737405377187,0.43803823630726835,0.6051509614547985,0.5989493627282122,0.6152440616027146,0.6089390285911126,0.9529444444444445,0.9526816666666666,0.7117011111111111,0.7114383333333333,0.7954444444444444,0.7951816666666667,0.8500283333333334,0.8497655555555556
triangles_original/028_T0.jpg,isosceles,acute,scalene,obtuse,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9612456747404845,0.8739810347695891,0.8677212061295106,0.7300781899850275,0.8706870983687592,0.9501746797537849,0.601878398418191,0.8236566295125604,0.9487611111111112,0.7787755555555556,0.8603994444444445,0.8671372222222222,0.9741894444444444,0.7533472222222222,0.9328738888888889,0.7946627777777777,0.9795092665100497,0.849590581487491,0.8918037066040199,0.7735179804535678,0.5172278778386845,0.44862458020452056,0.6152440616027146,0.5336402399909437,0.9819844444444444,0.849096111111111,0.9630566666666667,0.8680238888888889,0.7798038888888889,0.6108844444444443,0.8691111111111112,0.7001916666666667
triangles_original/028_T1.jpg,isosceles,acute,scalene,obtuse,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8810677212061294,0.7353135313531354,0.7574888779041028,0.6321782178217822,0.768166089965398,0.9719471947194719,0.601878398418191,0.8331683168316832,0.9191694444444445,0.7972166666666667,0.6567311111111112,0.940345,0.9727627777777778,0.7436233333333333,0.9328738888888889,0.7835122222222223,0.6479596275994084,0.5643162959875725,0.984033759679805,0.8848179441518585,0.5664317410597756,0.49331262077065896,0.6152440616027146,0.5358238926988217,0.9086533333333333,0.7339822222222223,0.8149333333333333,0.9896044444444444,0.7891111111111111,0.61444,0.8691111111111112,0.69444
triangles_original/029_P0.jpg,isosceles,acute,isosceles,acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8125887784090908,0.8358140809058534,0.9216086647727273,0.9479499589078624,0.8725142045454546,0.8402885581225459,0.7444957386363638,0.7086110857455941,0.9784116666666667,0.9927594444444444,0.9495755555555555,0.9639233333333334,0.9753177777777777,0.96097,0.9149561111111111,0.9006083333333333,0.9387428977272728,0.9084101908501506,0.7357954545454547,0.6996621313122089,0.6949573863636365,0.6576568349922381,0.7444957386363638,0.7086110857455941,0.9626277777777777,0.9482644444444445,0.8179922222222222,0.803628888888889,0.9336666666666666,0.9193033333333334,0.9149716666666666,0.9006083333333333
triangles_original/029_P1.jpg,isosceles,acute,isosceles,acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993963068181818,0.9811629811629812,0.8788174715909091,0.9008099008099009,0.7935014204545455,0.7633087633087633,0.7444957386363638,0.7130767130767132,0.9948044444444445,0.9929638888888889,0.9430333333333334,0.955265,0.9854844444444445,0.9732527777777777,0.9792066666666667,0.966975,0.998046875,0.9729729729729729,0.9041193181818181,0.9267449267449267,0.6763139204545454,0.6431886431886431,0.7444957386363638,0.7130767130767132,0.9997216666666666,0.9880311111111111,0.9470972222222223,0.9593444444444444,0.9757777777777777,0.9635305555555556,0.8958888888888888,0.8836416666666667
triangles_original/029_T0.jpg,isosceles,acute,scalene,acute,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6858132102272727,0.8965862019711469,0.6540305397727273,0.9477217540351377,0.8667436079545455,0.17668904442222533,0.7444957386363638,-0.01999714326524793,0.9243355555555556,0.9148194444444444,0.8857588888888889,0.9533961111111111,0.9856394444444444,0.8535155555555556,0.9792066666666667,0.8599483333333333,0.8507634943181819,0.9061953097654882,0.7949218750000001,0.9502275113755687,0.7913707386363638,0.9530276513825691,0.7444957386363638,0.9899894994749736,0.9243511111111111,0.9148194444444444,0.8857744444444444,0.9533961111111111,0.9685238888888889,0.8706466666666667,0.8958888888888888,0.9432816666666667
triangles_original/029_T1.jpg,isosceles,acute,scalene,acute,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7510653409090908,0.7883128043540534,0.6126598011363636,0.9883987396161559,0.9417613636363638,0.2927527928960185,0.9040305397727274,0.23188198224004608,0.9566311111111111,0.8816266666666667,0.8049788888888889,0.9667211111111111,0.9826511111111111,0.8556066666666666,0.9754349999999999,0.8628227777777777,0.93359375,0.8386511205752986,0.7135120738636365,0.9882706136982474,0.8227982954545454,0.9257837045311738,0.6081321022727273,0.9053969140543181,0.9496144444444444,0.8886588888888889,0.8049944444444445,0.9667211111111111,0.9427777777777778,0.8954955555555555,0.9322405555555555,0.9060327777777778
triangles_original/030_P0.jpg,isosceles,acute,isosceles,acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8012048192771084,0.7892431248478948,0.25987951807228915,0.24251642735458756,0.296144578313253,0.2791433438792894,0.296144578313253,0.2791433438792894,0.9091705555555556,0.9053766666666667,0.991435,0.9952288888888889,0.9652938888888889,0.9615,0.9446222222222223,0.9484161111111111,0.8337483399734397,0.8453447284082505,0.45517928286852605,0.4705398964582136,0.7383798140770252,0.750924480236667,0.8261952191235061,0.8378667104938781,0.8499694444444444,0.8537472222222222,0.7288088888888888,0.7325866666666667,0.9755555555555555,0.9793333333333334,0.9446383333333334,0.9484161111111111
triangles_original/030_P1.jpg,isosceles,acute,isosceles,acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8546987951807228,0.8293103448275863,0.6722891566265061,0.687192118226601,0.5331325301204819,0.500615763546798,0.296144578313253,0.2583743842364534,0.9237677777777777,0.9151338888888889,0.8679794444444444,0.8766133333333334,0.9603672222222223,0.9517333333333333,0.9911272222222223,0.9824933333333333,0.7835325365205844,0.8100032478077298,0.5016600265604252,0.5342643715492044,0.9493691899070386,0.9722312439103605,0.8261952191235061,0.8517375771354336,0.8248611111111112,0.8334788888888889,0.8603511111111111,0.8689688888888889,0.9899022222222222,0.9812844444444444,0.9255555555555556,0.9341733333333333
triangles_original/030_T0.jpg,isosceles,acute,scalene,acute,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8819277108433735,0.6947218259629101,0.8826506024096387,0.6936519258202567,0.6240963855421687,-0.03637660485021388,0.296144578313253,-0.5217546362339516,0.9942433333333334,0.8355938888888889,0.8488822222222222,0.980955,0.951405,0.7812422222222222,0.9911272222222223,0.8209644444444444,0.5975265604249669,0.9475130376268714,0.7594621513944224,0.8381091235350193,0.9935258964143426,0.6712274995794314,0.8261952191235061,0.79302416867605,0.7953594444444445,0.9655061111111111,0.8204461111111111,0.9905927777777778,0.9888888888888889,0.8187422222222223,0.9255555555555556,0.9042977777777778
triangles_original/030_T1.jpg,isosceles,acute,scalene,acute,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6683132530120481,0.9872192806280811,-0.915421686746988,-2.418112105167063,0.49879518072289153,-0.2749680482015704,0.5126506024096386,-0.25397115209056054,0.8373061111111111,0.9827788888888889,0.5948355555555556,0.7747505555555555,0.9626272222222222,0.7827122222222223,0.9948988888888889,0.814983888888889,0.5035690571049138,0.9875116393712,-0.008466135458167212,0.6745905680013147,0.8861221779548473,0.7350605247302404,0.6987051792828686,0.8587391137645835,0.8373222222222223,0.9827788888888889,0.5948516666666666,0.7747505555555555,0.995,0.815101111111111,0.9619072222222222,0.8581938888888889
triangles_original/031_P0.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7296875,0.7801536919478784,0.9765625,0.9057801536919479,-0.48750000000000004,-0.659538924156365,-2.4193749999999996,-2.725025058469763,0.9332877777777777,0.9326727777777778,0.9961633333333333,0.9955483333333333,0.8870261111111111,0.8876411111111111,0.9608877777777778,0.9615027777777778,0.7229784257814601,0.8010304591604788,0.9751439177920052,0.9155427590038895,0.3819874105557648,0.3586401980097994,0.3804271802872975,0.3571753295953931,0.9726905555555555,0.9526777777777777,0.987155,0.9671422222222222,0.5007222222222222,0.4807094444444444,0.5605283333333333,0.5405155555555555
triangles_original/031_P1.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6325,0.6719787516600265,0.6059375,0.5189243027888448,-2.4374999999999996,-2.7144754316069046,-2.4193749999999996,-2.695219123505976,0.9334388888888889,0.9268916666666667,0.9940777777777777,0.9875305555555556,0.8888594444444444,0.8954066666666667,0.9608877777777778,0.967435,0.5351320815623823,0.6234137216239446,0.7080486361435412,0.6653774204964862,0.40350782805186425,0.3791900500530866,0.3804271802872975,0.35750037919005007,0.9983388888888889,0.9725677777777777,0.8561294444444445,0.8270361111111111,0.5057222222222222,0.4766288888888889,0.5605283333333333,0.531435
triangles_original/031_T0.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909375,0.35221907459867796,-1.3753125000000002,-3.0996222851746937,-2.2546874999999997,-4.42823418319169,-1.8578124999999996,-3.828611898016997,0.6562749999999999,0.997936111111111,0.8973738888888889,0.5557127777777777,0.8902077777777778,0.5485466666666667,0.9004088888888889,0.5587477777777778,0.770780653144671,0.6069650687398056,0.3794318609781031,0.2987904336221323,0.41101307365362894,0.32365962675027005,0.4217463818798085,0.332111763085983,0.9433655555555556,0.997936111111111,0.6076633333333333,0.6663616666666667,0.5035272222222222,0.5622255555555555,0.5432594444444444,0.6019577777777778
triangles_original/031_T1.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9375,0.49357554275587057,-0.47624999999999984,-1.5108551174124942,-2.145,-3.87682764731945,-2.4193749999999996,-4.265839610101905,0.9663572222222222,0.7130066666666667,0.9281361111111112,0.7512277777777778,0.8759388888888889,0.5553027777777777,0.8966372222222222,0.5760011111111112,0.9094528433851616,0.7632119556629116,0.4220153870985097,0.3541549089103099,0.37528918061010375,0.31494232115041654,0.3804271802872975,0.3192541255615504,0.9195161111111111,0.9992394444444445,0.70945,0.7891733333333333,0.49518166666666663,0.574905,0.5796111111111111,0.6593344444444444
triangles_original/032_P0.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7229620661824051,0.7162271805273833,0.7082324455205811,0.701419878296146,0.4846650524616626,0.4766734279918864,-0.8535108958837769,-0.8685598377281947,0.9605344444444445,0.9603105555555556,0.9833761111111111,0.9831522222222222,0.94577,0.9455461111111111,0.9779794444444444,0.9782033333333333,0.8420197900143515,0.8380003758691975,0.7735478510461515,0.7698552903589552,0.524208777097968,0.5217064461567374,0.5341037842737366,0.5315542191317422,0.9747777777777777,0.9725861111111112,0.8695438888888889,0.8673522222222223,0.5409999999999999,0.5388083333333333,0.5955838888888889,0.5933922222222223
triangles_original/032_P1.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9939467312348669,0.9953089944931676,0.7522195318805489,0.7603508056292066,0.4241323648103308,0.40709769528859885,-0.8535108958837769,-0.8843565164185192,0.9826822222222222,0.9844838888888889,0.8947588888888889,0.8965605555555556,0.9848255555555555,0.9830238888888889,0.9779794444444444,0.9797811111111111,0.9743183019865549,0.9670502680211419,0.8554271470654884,0.8639652134797765,0.5838809577762671,0.579525433894366,0.5341037842737366,0.530119578663268,0.9545694444444445,0.95396,0.9026555555555555,0.9020461111111111,0.6635555555555556,0.662946111111111,0.5955838888888889,0.5949744444444445
triangles_original/032_T0.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2941888619854721,0.30791974656810983,0.803268765133172,0.7474128827877509,-0.3103309120258273,-0.41816261879619865,-0.4909200968523,-0.6071805702217528,0.9105188888888889,0.9983627777777778,0.6718299999999999,0.5807116666666667,0.9151033333333334,0.9937783333333333,0.9615416666666666,0.94734,-0.9646498980285518,-0.5474784189004998,0.6367550419215953,0.5471538910884663,0.453584107560994,0.38975790225222307,0.5501548455321399,0.47273966378918675,0.6103055555555557,0.9318872222222222,0.9017333333333333,0.5801516666666666,0.5249444444444444,0.20336277777777778,0.5783149999999999,0.2567333333333335
triangles_original/032_T1.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.608958837772397,0.5622523461939519,-1.528450363196126,-1.646923879040667,-0.4979822437449555,-0.5818561001042752,-0.4909200968523,-0.5745568300312824,0.8862122222222222,0.9776416666666666,0.9834361111111111,0.9251344444444445,0.9562144444444445,0.9523561111111111,0.9615416666666666,0.9470288888888889,0.919706926505023,0.7972760607647984,0.8896442329481078,0.7712152959664746,0.4917289825515522,0.426270298585647,0.5501548455321399,0.47691854374017817,0.6506672222222222,0.9711577777777778,0.9626188888888889,0.6421283333333332,0.5457777777777778,0.22528722222222208,0.5783149999999999,0.2578244444444444
triangles_original/033_P0.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8278780137314385,0.8695287606909272,0.8451221459364522,0.8876404494382022,-0.11256586300494975,-0.21884957236290425,-0.25802331151205493,-0.3716250209626024,0.9540572222222222,0.9597533333333333,0.9847338888888889,0.99043,0.9947927777777777,0.9995111111111111,0.9773327777777778,0.9830288888888888,0.9123448075405888,0.946805516464959,0.8751816634140266,0.9108198303244743,0.572852219407881,0.5547022636805918,0.5872192002657475,0.5686140484902095,0.9307661111111112,0.9260094444444444,0.9723572222222222,0.9771138888888888,0.4212355555555556,0.41647888888888884,0.5128333333333334,0.5080766666666667
triangles_original/033_P1.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.994251955931662,0.9498166055351783,0.9259140986747565,0.8784594864954985,-0.10761615839054794,-0.20073357785928647,-0.25802331151205493,-0.35778592864288083,0.9918294444444444,0.9951983333333333,0.9671666666666666,0.9637977777777778,0.9876672222222223,0.9842983333333333,0.9773327777777778,0.9807016666666667,0.9752937756923972,0.9447349368514198,0.9920275713158659,0.9763896709838308,0.5854752314910933,0.5671305606950365,0.5872192002657475,0.5688198857694473,0.9553094444444444,0.94327,0.8529144444444444,0.8649538888888889,0.4328333333333333,0.4207938888888888,0.5128333333333334,0.5007938888888889
triangles_original/033_T0.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48586939166533594,0.8203756686154993,0.8784927351109693,0.684413484264212,-0.2672840491777104,0.2336111456648836,-0.25802331151205493,0.24082597337977363,0.9526233333333334,0.9944933333333333,0.9827633333333333,0.9753666666666667,0.9923327777777777,0.9504627777777778,0.9773327777777778,0.9354627777777778,0.666735871776772,0.7412177445413839,0.8607316364240336,0.7334625859760884,0.635302910766931,0.7062733693394266,0.5872192002657475,0.6528181692286386,0.7091455555555556,0.606948888888889,0.8608588888888888,0.9630555555555556,0.4495,0.3473033333333333,0.5128333333333334,0.41063666666666676
triangles_original/033_T1.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1559955292990578,0.5664101290963257,0.2862845281813827,0.6677010923535254,-0.017244132205013862,0.4317279046673286,-0.25802331151205493,0.24453823237338634,0.9547483333333333,0.9965727777777778,0.6061183333333333,0.5642938888888889,0.9981233333333334,0.9600522222222222,0.9773327777777778,0.9355083333333334,0.8467798862267989,0.943203367096804,0.7207158576589295,0.8027843300494889,0.5728106963418178,0.6380370935664399,0.5872192002657475,0.6540863049812682,0.96175,0.9388722222222222,0.8007144444444445,0.7013366666666667,0.43469,0.33531222222222223,0.5128333333333334,0.4134555555555556
triangles_original/034_P0.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9612093338862291,0.9689055191768008,0.6575941493572586,0.6675397567820393,0.5786557092773401,0.5743685687558466,0.5331172013420289,0.5291674462114125,0.9669377777777778,0.9632377777777777,0.9290711111111111,0.9253711111111111,0.9225638888888889,0.9262638888888889,0.9854977777777778,0.9891977777777778,0.997004615337592,0.9857660924750679,0.7699055536876854,0.7837715321849503,0.5202188464712534,0.5143547899667573,0.432252345875233,0.42737987307343606,0.9466538888888889,0.935945,0.9558711111111111,0.9451622222222222,0.5641888888888889,0.55348,0.5650283333333334,0.5543194444444445
triangles_original/034_P1.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6785539261884117,0.7047260096811145,0.49523127379650933,0.4854229021172819,0.6563124363855695,0.6433137493995492,0.5331172013420289,0.5225584746702139,0.9128888888888889,0.9096438888888889,0.8822277777777778,0.8854727777777778,0.9130583333333333,0.9163033333333334,0.9854977777777778,0.9887427777777777,0.8036800440138154,0.8303848912263925,0.6313842956261271,0.6172902223284724,0.5504783445914967,0.5381902940473344,0.432252345875233,0.42260339469280417,0.9324066666666667,0.9182766666666666,0.9890005555555555,0.9748705555555556,0.5107166666666667,0.4965866666666666,0.5650283333333334,0.5508983333333333
triangles_original/034_T0.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6781769517849738,0.9953524399690162,0.5352659554416255,0.7856036295230718,0.48049157462208314,0.7052119066061746,0.5331172013420289,0.7824499280734757,0.9994861111111111,0.9645605555555555,0.956485,0.9924383333333333,0.8980922222222222,0.9340455555555556,0.9212472222222222,0.9572005555555555,0.6551028517284592,0.9128582989054048,0.5102240425466882,0.7109757655777503,0.397805422257542,0.5543251416159121,0.432252345875233,0.6023254823459261,0.7950461111111111,0.8965094444444445,0.6880055555555555,0.7894688888888889,0.4949311111111111,0.5963944444444444,0.5841111111111111,0.6855744444444445
triangles_original/034_T1.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5507219059825839,0.8193953670985474,0.6238926376899009,0.9282629423972181,0.4668827986579711,0.6946547759268606,0.5331172013420289,0.7932020864883056,0.9517288888888888,0.9906538888888888,0.9856688888888889,0.9467438888888889,0.9194255555555556,0.9583505555555556,0.9212472222222222,0.9601722222222222,0.5502032582449491,0.7735378797645137,0.5526790353638781,0.7770186068497271,0.3934957361616286,0.5532207468523054,0.432252345875233,0.6077091659146576,0.7411372222222222,0.8430027777777778,0.6877288888888888,0.7895944444444445,0.5193650000000001,0.6212305555555556,0.5841111111111111,0.6859766666666667
triangles_original/035_P0.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7746153846153846,0.5818780694075579,0.7551666666666667,0.5593703170670188,0.169551282051282,0.19621952847965096,0.18130769230769228,0.2098250715885993,0.4257755555555556,0.9545861111111111,0.35832722222222213,0.9779655555555555,0.29864777777777773,0.9182861111111111,0.39154722222222216,0.9888144444444444,0.6729230769230768,0.6381075178275399,0.6376666666666666,0.6019261637239164,0.17500000000000004,0.17959108491434894,0.18130769230769228,0.18606425808488802,0.9914527777777777,0.9689416666666667,0.9041844444444445,0.9437899999999999,0.34785055555555555,0.3082450000000001,0.39152833333333337,0.3519227777777778
triangles_original/035_P1.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1789615384615384,-0.05573485780447207,0.6752179487179488,0.5044793400390768,0.17153846153846153,0.19364642882987193,0.18130769230769228,0.2046747232071785,0.39173888888888886,0.9993394444444444,0.28933166666666665,0.8982533333333333,0.2907799999999999,0.8997016666666666,0.39154722222222216,0.9995311111111111,0.06755128205128202,0.05515915512947889,0.5507692307692307,0.5414758138394643,0.1778205128205128,0.17896081442008693,0.18130769230769228,0.18247035598621986,0.9379344444444445,0.9640966666666668,0.8319711111111112,0.8581333333333334,0.3375611111111111,0.3113988888888888,0.39152833333333337,0.36536611111111106
triangles_original/035_T0.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.3161666666666665,0.18272258155372045,0.6906153846153846,0.541860722440727,0.14932051282051284,0.1171577157916972,0.18130769230769228,0.1422550370675867,0.6206583333333333,0.8708205555555556,0.5796005555555556,0.9118783333333333,0.2987266666666666,0.8072477777777778,0.3272966666666667,0.8358177777777778,-0.3543717948717948,0.26263706114417074,0.7216923076923076,0.5325588215816313,0.1543461538461538,0.11389674648300407,0.18130769230769228,0.1337924901372739,0.8140355555555555,0.8900616666666666,0.7345377777777777,0.8105638888888889,0.34123666666666663,0.41726277777777787,0.41061111111111104,0.4866372222222223
