image_path,gemini_2.5_pro_response,gemini_2.5_flash_response,openai_gpt_5_response,qwen_2.5_32b_response
triangles_original/018_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.9651,
  ""abs_b_minus_c_deg"": 3.2861,
  ""max_over_min_side"": 1.0707,
  ""angle_range_deg"": 6.7695
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.8929,
  ""abs_b_minus_c_deg"": 6.5659,
  ""max_over_min_side"": 1.4939,
  ""angle_range_deg"": 47.4297
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.3700,
  ""abs_b_minus_c_deg"": 9.8000,
  ""max_over_min_side"": 1.4900,
  ""angle_range_deg"": 22.7000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/018_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.8671,
  ""abs_b_minus_c_deg"": 9.2326,
  ""max_over_min_side"": 1.4288,
  ""angle_range_deg"": 38.8409
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2229,
  ""abs_b_minus_c_deg"": 13.3832,
  ""max_over_min_side"": 1.4487,
  ""angle_range_deg"": 37.6852
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.6200,
  ""abs_b_minus_c_deg"": 11.8000,
  ""max_over_min_side"": 1.7200,
  ""angle_range_deg"": 17.5000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/018_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.0408,
  ""abs_b_minus_c_deg"": 5.1906,
  ""max_over_min_side"": 1.2654,
  ""angle_range_deg"": 21.3616
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 0.6541,
  ""abs_b_minus_c_deg"": 52.6810,
  ""max_over_min_side"": 1.5286,
  ""angle_range_deg"": 52.6810
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2800,
  ""abs_b_minus_c_deg"": 11.2000,
  ""max_over_min_side"": 1.3700,
  ""angle_range_deg"": 15.8000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/019_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.5389,
  ""abs_b_minus_c_deg"": 40.0901,
  ""max_over_min_side"": 1.5389,
  ""angle_range_deg"": 40.0901
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.3074,
  ""abs_b_minus_c_deg"": 33.1882,
  ""max_over_min_side"": 1.3305,
  ""angle_range_deg"": 34.3131
}","{
""side_type"": ""scalene"",
""angle_type"": ""acute"",
""ab_over_ac"": 1.4430,
""abs_b_minus_c_deg"": 20.9618,
""max_over_min_side"": 1.6113,
""angle_range_deg"": 28.0457
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/019_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.8529,
  ""abs_b_minus_c_deg"": 59.9059,
  ""max_over_min_side"": 1.8529,
  ""angle_range_deg"": 59.9059
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.7298,
  ""abs_b_minus_c_deg"": 120.2331,
  ""max_over_min_side"": 2.0799,
  ""angle_range_deg"": 123.6343
}","{""side_type"":""scalene"",""angle_type"":""acute"",""ab_over_ac"":1.3942,""abs_b_minus_c_deg"":14.6735,""max_over_min_side"":1.5108,""angle_range_deg"":17.9821}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/019_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2815,
  ""abs_b_minus_c_deg"": 37.3508,
  ""max_over_min_side"": 1.5516,
  ""angle_range_deg"": 48.5191
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.8704,
  ""abs_b_minus_c_deg"": 46.2068,
  ""max_over_min_side"": 1.8704,
  ""angle_range_deg"": 46.2068
}","{
    ""side_type"": ""scalene"",
    ""angle_type"": ""acute"",
    ""ab_over_ac"": 1.3520,
    ""abs_b_minus_c_deg"": 11.4780,
    ""max_over_min_side"": 1.4120,
    ""angle_range_deg"": 15.9320
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/019_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.9342,
  ""abs_b_minus_c_deg"": 7.7633,
  ""max_over_min_side"": 1.1513,
  ""angle_range_deg"": 14.0501
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.0720,
  ""abs_b_minus_c_deg"": 7.8569,
  ""max_over_min_side"": 1.1366,
  ""angle_range_deg"": 12.9289
}","{
""side_type"": ""scalene"",
""angle_type"": ""acute"",
""ab_over_ac"": 1.2076,
""abs_b_minus_c_deg"": 12.8435,
""max_over_min_side"": 1.3204,
""angle_range_deg"": 15.9247
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/020_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.6048,
  ""abs_b_minus_c_deg"": 43.7245,
  ""max_over_min_side"": 1.6534,
  ""angle_range_deg"": 43.7245
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.7054,
  ""abs_b_minus_c_deg"": 23.6626,
  ""max_over_min_side"": 1.5713,
  ""angle_range_deg"": 41.3155
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2160,
  ""abs_b_minus_c_deg"": 10.7120,
  ""max_over_min_side"": 1.3020,
  ""angle_range_deg"": 15.8630
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/020_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.7396,
  ""abs_b_minus_c_deg"": 17.7941,
  ""max_over_min_side"": 1.6450,
  ""angle_range_deg"": 50.0202
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.5443,
  ""abs_b_minus_c_deg"": 43.2607,
  ""max_over_min_side"": 1.8371,
  ""angle_range_deg"": 43.2607
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2725,
  ""abs_b_minus_c_deg"": 10.8362,
  ""max_over_min_side"": 1.3814,
  ""angle_range_deg"": 16.2945
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/020_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 0.7195,
  ""abs_b_minus_c_deg"": 14.9444,
  ""max_over_min_side"": 1.8779,
  ""angle_range_deg"": 71.0002
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.7876,
  ""abs_b_minus_c_deg"": 43.8816,
  ""max_over_min_side"": 1.2696,
  ""angle_range_deg"": 43.8816
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2800,
  ""abs_b_minus_c_deg"": 7.5000,
  ""max_over_min_side"": 1.3300,
  ""angle_range_deg"": 11.0000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2345,
  ""abs_b_minus_c_deg"": 10.0000,
  ""max_over_min_side"": 1.5678,
  ""angle_range_deg"": 20.0000
}
```"
triangles_original/020_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.6923,
  ""abs_b_minus_c_deg"": 23.2905,
  ""max_over_min_side"": 1.6510,
  ""angle_range_deg"": 45.8810
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 0.6219,
  ""abs_b_minus_c_deg"": 23.4738,
  ""max_over_min_side"": 1.9910,
  ""angle_range_deg"": 66.7130
}","{
""side_type"": ""scalene"",
""angle_type"": ""acute"",
""ab_over_ac"": 1.1843,
""abs_b_minus_c_deg"": 9.3471,
""max_over_min_side"": 1.2478,
""angle_range_deg"": 15.7924
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/021_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.9027,
  ""abs_b_minus_c_deg"": 34.8689,
  ""max_over_min_side"": 2.1414,
  ""angle_range_deg"": 61.6684
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4333,
  ""abs_b_minus_c_deg"": 20.4255,
  ""max_over_min_side"": 1.7390,
  ""angle_range_deg"": 54.3210
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.7200,
  ""abs_b_minus_c_deg"": 18.6000,
  ""max_over_min_side"": 1.8200,
  ""angle_range_deg"": 21.7000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/021_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.6046,
  ""abs_b_minus_c_deg"": 26.4253,
  ""max_over_min_side"": 1.8811,
  ""angle_range_deg"": 57.2536
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.3267,
  ""abs_b_minus_c_deg"": 35.4541,
  ""max_over_min_side"": 2.7259,
  ""angle_range_deg"": 81.6500
}","{""side_type"": ""scalene"", ""angle_type"": ""acute"", ""ab_over_ac"": 1.6250, ""abs_b_minus_c_deg"": 7.2000, ""max_over_min_side"": 1.7200, ""angle_range_deg"": 15.4000}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/021_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.0133,
  ""abs_b_minus_c_deg"": 60.2210,
  ""max_over_min_side"": 2.0133,
  ""angle_range_deg"": 60.2210
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.0919,
  ""abs_b_minus_c_deg"": 11.9779,
  ""max_over_min_side"": 1.3443,
  ""angle_range_deg"": 27.8506
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1850,
  ""abs_b_minus_c_deg"": 5.2000,
  ""max_over_min_side"": 1.2300,
  ""angle_range_deg"": 10.0000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/021_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.7945,
  ""abs_b_minus_c_deg"": 43.2772,
  ""max_over_min_side"": 1.7945,
  ""angle_range_deg"": 43.2772
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.3043,
  ""abs_b_minus_c_deg"": 15.1747,
  ""max_over_min_side"": 1.6409,
  ""angle_range_deg"": 52.3063
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2380,
  ""abs_b_minus_c_deg"": 11.5620,
  ""max_over_min_side"": 1.2710,
  ""angle_range_deg"": 13.8470
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/022_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.5944,
  ""abs_b_minus_c_deg"": 26.7914,
  ""max_over_min_side"": 1.8495,
  ""angle_range_deg"": 55.1162
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.0056,
  ""abs_b_minus_c_deg"": 0.6084,
  ""max_over_min_side"": 1.0824,
  ""angle_range_deg"": 7.5593
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2984,
  ""abs_b_minus_c_deg"": 12.7468,
  ""max_over_min_side"": 1.3721,
  ""angle_range_deg"": 17.9825
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/022_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2151,
  ""abs_b_minus_c_deg"": 14.9560,
  ""max_over_min_side"": 1.3272,
  ""angle_range_deg"": 26.8065
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1778,
  ""abs_b_minus_c_deg"": 12.8528,
  ""max_over_min_side"": 1.2903,
  ""angle_range_deg"": 24.7052
}","{""side_type"": ""scalene"", ""angle_type"": ""acute"", ""ab_over_ac"": 1.2650, ""abs_b_minus_c_deg"": 13.4200, ""max_over_min_side"": 1.3280, ""angle_range_deg"": 15.8700}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/022_P1.jpg,"{
  ""side_type"": ""isosceles"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.0067,
  ""abs_b_minus_c_deg"": 0.6601,
  ""max_over_min_side"": 1.0067,
  ""angle_range_deg"": 0.6601
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.9578,
  ""abs_b_minus_c_deg"": 8.0979,
  ""max_over_min_side"": 1.7936,
  ""angle_range_deg"": 44.9268
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1840,
  ""abs_b_minus_c_deg"": 10.4700,
  ""max_over_min_side"": 1.2160,
  ""angle_range_deg"": 12.9300
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/022_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.6136,
  ""abs_b_minus_c_deg"": 38.2732,
  ""max_over_min_side"": 1.6136,
  ""angle_range_deg"": 38.2732
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2688,
  ""abs_b_minus_c_deg"": 34.1492,
  ""max_over_min_side"": 1.2688,
  ""angle_range_deg"": 34.1492
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1780,
  ""abs_b_minus_c_deg"": 9.4410,
  ""max_over_min_side"": 1.2430,
  ""angle_range_deg"": 12.3070
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/023_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.6881,
  ""abs_b_minus_c_deg"": 31.1915,
  ""max_over_min_side"": 1.4533,
  ""angle_range_deg"": 31.1915
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.8565,
  ""abs_b_minus_c_deg"": 14.6060,
  ""max_over_min_side"": 1.1676,
  ""angle_range_deg"": 14.6060
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4382,
  ""abs_b_minus_c_deg"": 14.7320,
  ""max_over_min_side"": 1.5124,
  ""angle_range_deg"": 18.9457
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/023_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.5893,
  ""abs_b_minus_c_deg"": 39.3000,
  ""max_over_min_side"": 1.6971,
  ""angle_range_deg"": 39.3000
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.0408,
  ""abs_b_minus_c_deg"": 2.8871,
  ""max_over_min_side"": 1.2732,
  ""angle_range_deg"": 27.1683
}","{
""side_type"": ""scalene"",
""angle_type"": ""acute"",
""ab_over_ac"": 1.4560,
""abs_b_minus_c_deg"": 15.3200,
""max_over_min_side"": 1.6120,
""angle_range_deg"": 27.4800
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2345,
  ""abs_b_minus_c_deg"": 15.6789,
  ""max_over_min_side"": 1.5678,
  ""angle_range_deg"": 23.4567
}
```"
triangles_original/023_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 0.8717,
  ""abs_b_minus_c_deg"": 4.5610,
  ""max_over_min_side"": 1.8596,
  ""angle_range_deg"": 92.0534
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.5330,
  ""abs_b_minus_c_deg"": 20.8582,
  ""max_over_min_side"": 1.6237,
  ""angle_range_deg"": 45.3459
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1830,
  ""abs_b_minus_c_deg"": 9.4270,
  ""max_over_min_side"": 1.2850,
  ""angle_range_deg"": 14.9200
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/023_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.0436,
  ""abs_b_minus_c_deg"": 1.9515,
  ""max_over_min_side"": 1.5966,
  ""angle_range_deg"": 65.0603
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.0882,
  ""abs_b_minus_c_deg"": 14.0506,
  ""max_over_min_side"": 1.6061,
  ""angle_range_deg"": 40.5637
}","{
""side_type"": ""scalene"",
""angle_type"": ""obtuse"",
""ab_over_ac"": 1.2650,
""abs_b_minus_c_deg"": 17.8400,
""max_over_min_side"": 1.3760,
""angle_range_deg"": 26.7000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/024_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.8292,
  ""abs_b_minus_c_deg"": 16.3695,
  ""max_over_min_side"": 1.2143,
  ""angle_range_deg"": 17.2363
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.0013,
  ""abs_b_minus_c_deg"": 0.1206,
  ""max_over_min_side"": 1.0020,
  ""angle_range_deg"": 0.1710
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1580,
  ""abs_b_minus_c_deg"": 4.5620,
  ""max_over_min_side"": 1.2500,
  ""angle_range_deg"": 10.3400
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/024_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.9768,
  ""abs_b_minus_c_deg"": 1.7788,
  ""max_over_min_side"": 1.2193,
  ""angle_range_deg"": 22.0296
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2182,
  ""abs_b_minus_c_deg"": 17.3532,
  ""max_over_min_side"": 1.2182,
  ""angle_range_deg"": 17.3532
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2100,
  ""abs_b_minus_c_deg"": 7.8000,
  ""max_over_min_side"": 1.2800,
  ""angle_range_deg"": 14.5000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/024_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2827,
  ""abs_b_minus_c_deg"": 38.3140,
  ""max_over_min_side"": 1.5808,
  ""angle_range_deg"": 50.2964
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2969,
  ""abs_b_minus_c_deg"": 38.3522,
  ""max_over_min_side"": 1.5309,
  ""angle_range_deg"": 47.8682
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2860,
  ""abs_b_minus_c_deg"": 7.9430,
  ""max_over_min_side"": 1.3910,
  ""angle_range_deg"": 13.5720
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2345,
  ""abs_b_minus_c_deg"": 15.6789,
  ""max_over_min_side"": 1.4567,
  ""angle_range_deg"": 23.4567
}
```"
triangles_original/024_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.3905,
  ""abs_b_minus_c_deg"": 33.8903,
  ""max_over_min_side"": 1.3905,
  ""angle_range_deg"": 33.8903
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.8820,
  ""abs_b_minus_c_deg"": 70.3736,
  ""max_over_min_side"": 1.8820,
  ""angle_range_deg"": 70.3736
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2180,
  ""abs_b_minus_c_deg"": 10.6420,
  ""max_over_min_side"": 1.2760,
  ""angle_range_deg"": 12.8830
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/025_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 0.7167,
  ""abs_b_minus_c_deg"": 54.3689,
  ""max_over_min_side"": 1.6958,
  ""angle_range_deg"": 63.9172
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1090,
  ""abs_b_minus_c_deg"": 19.4598,
  ""max_over_min_side"": 1.7457,
  ""angle_range_deg"": 47.9314
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2435,
  ""abs_b_minus_c_deg"": 11.2764,
  ""max_over_min_side"": 1.3021,
  ""angle_range_deg"": 18.4472
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
