img_original,triangle_id,camera_view,object_in_square,img_marked,img_width_px,img_height_px,Ax_px,Ay_px,Bx_px,By_px,Cx_px,Cy_px,AB_px,BC_px,CA_px,angle_A_deg,angle_B_deg,angle_C_deg,side_type,angle_type,ab_over_ac,abs_b_minus_c_deg,max_over_min_side,angle_range_deg
triangles_original/026_T1.jpg,026,tilted,laptop,triangles_marked/026_T1_marked.jpg,1024.0,768.0,737.0,239.0,420.0,566.0,406.0,156.0,455.4317,410.239,341.2477,59.9666,46.0661,73.9674,scalene,acute,1.3346,27.9013,1.3346,27.9013
triangles_original/027_P0.jpg,027,planar,none,triangles_marked/027_P0_marked.jpg,768.0,1024.0,296.0,476.0,186.0,665.0,374.0,695.0,218.6801,190.3786,232.4758,49.8039,68.8666,61.3294,scalene,acute,0.9407,7.5372,1.2211,19.0627
triangles_original/027_P1.jpg,027,planar,laptop,triangles_marked/027_P1_marked.jpg,768.0,1024.0,289.0,466.0,173.0,658.0,360.0,690.0,224.3212,189.7182,234.983,48.7257,68.5716,62.7027,scalene,acute,0.9546,5.8689,1.2386,19.8459
triangles_original/027_T0.jpg,027,tilted,none,triangles_marked/027_T0_marked.jpg,1024.0,768.0,584.0,295.0,605.0,174.0,431.0,176.0,122.8088,174.0115,193.8298,61.9708,79.4956,38.5335,scalene,acute,0.6336,40.9621,1.5783,40.9621
triangles_original/027_T1.jpg,027,tilted,laptop,triangles_marked/027_T1_marked.jpg,1024.0,768.0,589.0,295.0,610.0,174.0,435.0,172.0,122.8088,175.0114,197.0913,61.2314,80.809,37.9596,scalene,acute,0.6231,42.8493,1.6049,42.8493
triangles_original/028_P0.jpg,028,planar,none,triangles_marked/028_P0_marked.jpg,768.0,1024.0,340.0,186.0,157.0,616.0,353.0,652.0,467.3211,199.2787,466.1813,24.6517,77.354,77.9943,isosceles,acute,1.0024,0.6403,2.3451,53.3427
triangles_original/028_P1.jpg,028,planar,pillow,triangles_marked/028_P1_marked.jpg,768.0,1024.0,342.0,187.0,152.0,619.0,352.0,655.0,471.9364,203.2142,468.1068,24.9647,76.4634,78.5719,isosceles,acute,1.0082,2.1086,2.3224,53.6073
triangles_original/028_T0.jpg,028,tilted,none,triangles_marked/028_T0_marked.jpg,1024.0,768.0,325.0,398.0,763.0,311.0,638.0,198.0,446.5568,168.5052,371.4418,21.3432,53.348,105.3088,scalene,obtuse,1.2022,51.9607,2.6501,83.9655
triangles_original/028_T1.jpg,028,tilted,pillow,triangles_marked/028_T1_marked.jpg,1024.0,768.0,338.0,395.0,771.0,309.0,645.0,199.0,441.4578,167.2603,364.2321,21.3221,52.355,106.3229,scalene,obtuse,1.212,53.9678,2.6393,85.0008
triangles_original/029_P0.jpg,029,planar,none,triangles_marked/029_P0_marked.jpg,1024.0,768.0,815.0,329.0,406.0,178.0,517.0,593.0,435.9839,429.5882,398.1206,61.8017,54.7618,63.4364,isosceles,acute,1.0951,8.6746,1.0951,8.6746
triangles_original/029_P1.jpg,029,planar,pillow,triangles_marked/029_P1_marked.jpg,1024.0,768.0,824.0,315.0,404.0,168.0,524.0,587.0,444.982,435.8452,404.9494,61.4876,54.7284,63.784,isosceles,acute,1.0989,9.0555,1.0989,9.0555
triangles_original/029_T0.jpg,029,tilted,none,triangles_marked/029_T0_marked.jpg,1024.0,768.0,708.0,459.0,605.0,124.0,242.0,276.0,350.4768,393.5391,500.6446,51.4692,84.3701,44.1608,scalene,acute,0.7001,40.2093,1.4285,40.2093
triangles_original/029_T1.jpg,029,tilted,pillow,triangles_marked/029_T1_marked.jpg,1024.0,768.0,709.0,458.0,610.0,124.0,246.0,272.0,348.3633,392.9377,498.9639,51.6031,84.3839,44.013,scalene,acute,0.6982,40.3708,1.4323,40.3708
triangles_original/030_P0.jpg,030,planar,none,triangles_marked/030_P0_marked.jpg,1024.0,768.0,729.0,462.0,544.0,343.0,504.0,607.0,219.9682,267.0131,267.6752,65.5504,65.8648,48.5848,isosceles,acute,0.8218,17.28,1.2169,17.28
triangles_original/030_P1.jpg,030,planar,pillow,triangles_marked/030_P1_marked.jpg,1024.0,768.0,689.0,450.0,509.0,331.0,465.0,593.0,215.78,265.669,265.7536,66.023,66.0641,47.9129,isosceles,acute,0.812,18.1512,1.2316,18.1512
triangles_original/030_T0.jpg,030,tilted,none,triangles_marked/030_T0_marked.jpg,1024.0,768.0,421.0,147.0,455.0,280.0,662.0,190.0,137.2771,225.7189,244.806,65.5436,80.8414,33.615,scalene,acute,0.5608,47.2264,1.7833,47.2264
triangles_original/030_T1.jpg,030,tilted,pillow,triangles_marked/030_T1_marked.jpg,1024.0,768.0,433.0,148.0,464.0,276.0,669.0,194.0,131.7004,220.7918,240.4413,65.3563,81.8128,32.8309,scalene,acute,0.5477,48.9818,1.8257,48.9818
triangles_original/031_P0.jpg,031,planar,none,triangles_marked/031_P0_marked.jpg,768.0,1024.0,195.0,432.0,192.0,536.0,496.0,258.0,104.0433,411.9466,347.6737,121.6834,45.9056,12.411,scalene,obtuse,0.2993,33.4946,3.9594,109.2723
triangles_original/031_P1.jpg,031,planar,rubiks cube,triangles_marked/031_P1_marked.jpg,768.0,1024.0,182.0,429.0,176.0,533.0,482.0,257.0,104.1729,412.0825,345.8092,123.129,44.6489,12.2221,scalene,obtuse,0.3012,32.4268,3.9558,110.9068
triangles_original/031_T0.jpg,031,tilted,none,triangles_marked/031_T0_marked.jpg,1024.0,768.0,627.0,307.0,591.0,274.0,409.0,382.0,48.8365,211.6318,230.5407,61.4955,106.8044,11.7001,scalene,obtuse,0.2118,95.1043,4.7207,95.1043
triangles_original/031_T1.jpg,031,tilted,rubiks cube,triangles_marked/031_T1_marked.jpg,1024.0,768.0,625.0,301.0,587.0,265.0,407.0,380.0,52.345,213.6001,231.8728,63.3716,103.9741,12.6543,scalene,obtuse,0.2257,91.3198,4.4297,91.3198
triangles_original/032_P0.jpg,032,planar,none,triangles_marked/032_P0_marked.jpg,1024.0,768.0,366.0,171.0,303.0,348.0,742.0,109.0,187.8776,499.842,381.0774,118.9557,41.843,19.2013,scalene,obtuse,0.493,22.6417,2.6605,99.7545
triangles_original/032_P1.jpg,032,planar,rubiks cube,triangles_marked/032_P1_marked.jpg,1024.0,768.0,360.0,166.0,299.0,345.0,740.0,100.0,189.1084,504.4859,385.689,118.6713,42.1272,19.2015,scalene,obtuse,0.4903,22.9257,2.6677,99.4697
triangles_original/032_T0.jpg,032,tilted,none,triangles_marked/032_T0_marked.jpg,1024.0,768.0,522.0,199.0,361.0,185.0,838.0,328.0,161.6075,497.9739,341.3166,162.7631,11.7185,5.5184,scalene,obtuse,0.4735,6.2001,3.0814,157.2447
triangles_original/032_T1.jpg,032,tilted,rubiks cube,triangles_marked/032_T1_marked.jpg,1024.0,768.0,505.0,215.0,344.0,203.0,818.0,339.0,161.4466,493.1247,336.6675,162.6508,11.7466,5.6026,scalene,obtuse,0.4795,6.1441,3.0544,157.0483
triangles_original/033_P0.jpg,033,planar,none,triangles_marked/033_P0_marked.jpg,768.0,1024.0,275.0,287.0,118.0,453.0,658.0,276.0,228.4841,568.2684,383.1579,135.0491,28.4481,16.5029,scalene,obtuse,0.5963,11.9452,2.4871,118.5462
triangles_original/033_P1.jpg,033,planar,rubiks cube,triangles_marked/033_P1_marked.jpg,768.0,1024.0,277.0,308.0,117.0,473.0,660.0,295.0,229.8369,571.4307,383.2206,136.0626,27.7318,16.2056,scalene,obtuse,0.5998,11.5263,2.4862,119.8571
triangles_original/033_T0.jpg,033,tilted,none,triangles_marked/033_T0_marked.jpg,1024.0,768.0,511.0,423.0,803.0,398.0,182.0,266.0,293.0683,634.874,364.5408,149.5958,16.8937,13.5104,scalene,obtuse,0.8039,3.3833,2.1663,136.0854
triangles_original/033_T1.jpg,033,tilted,rubiks cube,triangles_marked/033_T1_marked.jpg,1024.0,768.0,505.0,426.0,798.0,397.0,174.0,271.0,294.4317,636.5941,365.4942,149.2548,17.0683,13.6768,scalene,obtuse,0.8056,3.3915,2.1621,135.578
triangles_original/034_P0.jpg,034,planar,none,triangles_marked/034_P0_marked.jpg,768.0,1024.0,183.0,522.0,656.0,230.0,183.0,730.0,555.8714,688.2797,208.0,121.6885,14.901,43.4105,scalene,obtuse,2.6725,28.5095,3.309,106.7876
triangles_original/034_P1.jpg,034,planar,glass,triangles_marked/034_P1_marked.jpg,768.0,1024.0,182.0,518.0,655.0,228.0,180.0,723.0,554.8234,686.0394,205.0098,122.0718,14.6684,43.2598,scalene,obtuse,2.7063,28.5914,3.3464,107.4034
triangles_original/034_T0.jpg,034,tilted,none,triangles_marked/034_T0_marked.jpg,1024.0,768.0,300.0,398.0,511.0,76.0,427.0,569.0,384.974,500.105,213.0023,110.1631,23.5665,46.2704,scalene,obtuse,1.8074,22.7039,2.3479,86.5966
triangles_original/034_T1.jpg,034,tilted,glass,triangles_marked/034_T1_marked.jpg,1024.0,768.0,312.0,397.0,524.0,81.0,437.0,570.0,380.526,496.679,213.4338,110.2931,23.7689,45.9379,scalene,obtuse,1.7829,22.169,2.3271,86.5242
triangles_original/035_P0.jpg,035,planar,none,triangles_marked/035_P0_marked.jpg,1024.0,768.0,714.0,499.0,289.0,138.0,796.0,510.0,557.6253,628.8346,82.7345,147.2954,4.0764,28.6281,scalene,obtuse,6.7399,24.5517,7.6006,143.219
triangles_original/035_P1.jpg,035,planar,glass,triangles_marked/035_P1_marked.jpg,1024.0,768.0,714.0,495.0,287.0,129.0,795.0,503.0,562.3922,630.8249,81.3941,145.0393,4.24,30.7207,scalene,obtuse,6.9095,26.4807,7.7503,140.7992
triangles_original/035_T0.jpg,035,tilted,none,triangles_marked/035_T0_marked.jpg,1024.0,768.0,470.0,148.0,312.0,601.0,443.0,108.0,479.7635,510.1078,48.2597,126.7526,4.3473,48.9001,scalene,obtuse,9.9413,44.5528,10.5701,122.4053
triangles_original/035_T1.jpg,035,tilted,glass,triangles_marked/035_T1_marked.jpg,1024.0,768.0,461.0,142.0,305.0,604.0,433.0,102.0,487.6269,518.0618,48.8262,126.3501,4.3534,49.2965,scalene,obtuse,9.987,44.9431,10.6103,121.9967
triangles_original/036_P0.jpg,036,planar,none,triangles_marked/036_P0_marked.jpg,768.0,1024.0,343.0,429.0,658.0,262.0,331.0,700.0,356.5305,546.6013,271.2656,120.4661,25.3252,34.2087,scalene,obtuse,1.3143,8.8835,2.015,95.1409
triangles_original/036_P1.jpg,036,planar,glass,triangles_marked/036_P1_marked.jpg,768.0,1024.0,338.0,439.0,656.0,275.0,326.0,720.0,357.7988,554.0081,281.2561,119.7265,26.1592,34.1143,scalene,obtuse,1.2721,7.9552,1.9698,93.5674
triangles_original/036_T0.jpg,036,tilted,none,triangles_marked/036_T0_marked.jpg,1024.0,768.0,521.0,350.0,212.0,154.0,661.0,264.0,365.9194,462.2781,164.3046,116.0511,18.6214,45.3275,scalene,obtuse,2.2271,26.7061,2.8135,97.4296
triangles_original/036_T1.jpg,036,tilted,glass,triangles_marked/036_T1_marked.jpg,1024.0,768.0,528.0,363.0,222.0,180.0,663.0,273.0,356.5459,450.6995,162.2498,115.4289,18.9728,45.5984,scalene,obtuse,2.1975,26.6256,2.7778,96.4561
triangles_original/037_P0.jpg,037,planar,none,triangles_marked/037_P0_marked.jpg,768.0,1024.0,349.0,391.0,650.0,281.0,324.0,730.0,320.47,554.8667,339.9206,114.2925,33.9434,31.7641,scalene,obtuse,0.9428,2.1793,1.7314,82.5284
triangles_original/037_P1.jpg,037,planar,iron,triangles_marked/037_P1_marked.jpg,768.0,1024.0,356.0,393.0,659.0,286.0,331.0,734.0,321.3378,555.2369,341.9152,113.643,34.3406,32.0164,scalene,obtuse,0.9398,2.3242,1.7279,81.6266
triangles_original/037_T0.jpg,037,tilted,none,triangles_marked/037_T0_marked.jpg,1024.0,768.0,396.0,226.0,509.0,82.0,641.0,407.0,183.0437,350.7834,304.6079,88.334,60.2268,31.4392,scalene,right,0.6009,28.7876,1.9164,56.8948
triangles_original/037_T1.jpg,037,tilted,iron,triangles_marked/037_T1_marked.jpg,1024.0,768.0,388.0,228.0,503.0,83.0,634.0,410.0,185.0676,352.2641,306.0065,88.0774,60.2497,31.673,scalene,right,0.6048,28.5767,1.9034,56.4044
triangles_original/038_P0.jpg,038,planar,none,triangles_marked/038_P0_marked.jpg,768.0,1024.0,403.0,633.0,555.0,686.0,242.0,325.0,160.9752,477.797,347.5414,136.8202,29.8507,13.3292,scalene,obtuse,0.4632,16.5215,2.9681,123.491
triangles_original/038_P1.jpg,038,planar,iron,triangles_marked/038_P1_marked.jpg,768.0,1024.0,407.0,630.0,564.0,685.0,238.0,317.0,166.355,491.6299,355.7106,137.6725,29.1569,13.1705,scalene,obtuse,0.4677,15.9864,2.9553,124.502
triangles_original/038_T0.jpg,038,tilted,none,triangles_marked/038_T0_marked.jpg,1024.0,768.0,537.0,238.0,441.0,192.0,583.0,446.0,106.4519,290.9983,213.0258,128.0726,35.1902,16.7371,scalene,obtuse,0.4997,18.4531,2.7336,111.3355
triangles_original/038_T1.jpg,038,tilted,iron,triangles_marked/038_T1_marked.jpg,1024.0,768.0,533.0,242.0,436.0,197.0,576.0,448.0,106.9299,287.4039,210.44,126.6779,35.9612,17.3609,scalene,obtuse,0.5081,18.6002,2.6878,109.317
triangles_original/039_P0.jpg,039,planar,none,triangles_marked/039_P0_marked.jpg,1024.0,768.0,400.0,283.0,263.0,421.0,690.0,191.0,194.4557,485.0041,304.2433,152.3928,16.8996,10.7076,scalene,obtuse,0.6391,6.192,2.4942,141.6853
triangles_original/039_P1.jpg,039,planar,iron,triangles_marked/039_P1_marked.jpg,1024.0,768.0,403.0,287.0,263.0,422.0,693.0,196.0,194.4865,485.7736,303.9424,153.4631,16.2328,10.3041,scalene,obtuse,0.6399,5.9287,2.4977,143.159
triangles_original/039_T0.jpg,039,tilted,none,triangles_marked/039_T0_marked.jpg,1024.0,768.0,481.0,182.0,313.0,168.0,739.0,289.0,168.5823,442.851,279.3081,162.2385,11.0929,6.6686,scalene,obtuse,0.6036,4.4242,2.6269,155.5698
triangles_original/039_T1.jpg,039,tilted,iron,triangles_marked/039_T1_marked.jpg,1024.0,768.0,487.0,168.0,318.0,150.0,743.0,277.0,169.9559,443.5696,278.2391,163.0162,10.5578,6.426,scalene,obtuse,0.6108,4.1318,2.6099,156.5902
triangles_original/040_P0.jpg,040,planar,none,triangles_marked/040_P0_marked.jpg,768.0,1024.0,241.0,618.0,328.0,769.0,371.0,273.0,174.2699,497.8604,368.6801,129.4042,34.9036,15.6922,scalene,obtuse,0.4727,19.2114,2.8568,113.712
triangles_original/040_P1.jpg,040,planar,book,triangles_marked/040_P1_marked.jpg,768.0,1024.0,233.0,631.0,319.0,786.0,364.0,289.0,177.2597,499.0331,366.2308,130.0179,34.1968,15.7852,scalene,obtuse,0.484,18.4116,2.8153,114.2327
triangles_original/040_T0.jpg,040,tilted,none,triangles_marked/040_T0_marked.jpg,1024.0,768.0,422.0,371.0,626.0,430.0,322.0,136.0,212.3605,422.909,255.3919,129.182,27.9113,22.9067,scalene,obtuse,0.8315,5.0045,1.9915,106.2753
triangles_original/040_T1.jpg,040,tilted,book,triangles_marked/040_T1_marked.jpg,1024.0,768.0,419.0,370.0,625.0,428.0,317.0,133.0,214.0093,426.4845,258.0174,129.0108,28.0402,22.949,scalene,obtuse,0.8294,5.0912,1.9928,106.0618
triangles_original/041_P0.jpg,041,planar,none,triangles_marked/041_P0_marked.jpg,1024.0,768.0,768.0,134.0,254.0,659.0,766.0,223.0,734.7251,672.4879,89.0225,43.1061,5.1901,131.7038,scalene,obtuse,8.2533,126.5137,8.2533,126.5137
triangles_original/041_P1.jpg,041,planar,book,triangles_marked/041_P1_marked.jpg,1024.0,768.0,773.0,128.0,265.0,654.0,772.0,217.0,731.2592,669.3415,89.0056,43.3589,5.2382,131.4029,scalene,obtuse,8.2159,126.1647,8.2159,126.1647
triangles_original/041_T0.jpg,041,tilted,none,triangles_marked/041_T0_marked.jpg,1024.0,768.0,191.0,244.0,879.0,409.0,267.0,238.0,707.509,635.4408,76.2365,18.0003,2.1247,159.875,scalene,obtuse,9.2805,157.7503,9.2805,157.7503
triangles_original/041_T1.jpg,041,tilted,book,triangles_marked/041_T1_marked.jpg,1024.0,768.0,181.0,232.0,873.0,394.0,259.0,225.0,710.7095,636.8336,78.3135,18.3041,2.2134,159.4825,scalene,obtuse,9.0752,157.2692,9.0752,157.2692
triangles_original/042_P0.jpg,042,planar,none,triangles_marked/042_P0_marked.jpg,768.0,1024.0,627.0,728.0,122.0,217.0,598.0,727.0,718.433,697.6217,29.0172,43.3634,1.6366,135.0,isosceles,obtuse,24.7588,133.3634,24.7588,133.3634
triangles_original/042_P1.jpg,042,planar,book,triangles_marked/042_P1_marked.jpg,768.0,1024.0,619.0,717.0,105.0,204.0,590.0,716.0,726.199,705.2439,29.0172,42.9693,1.6071,135.4237,isosceles,obtuse,25.0265,133.8166,25.0265,133.8166
triangles_original/042_T0.jpg,042,tilted,none,triangles_marked/042_T0_marked.jpg,1024.0,768.0,519.0,82.0,428.0,628.0,532.0,94.0,553.5314,544.0331,17.6918,56.7529,1.5584,121.6886,isosceles,obtuse,31.2874,120.1302,31.2874,120.1302
triangles_original/042_T1.jpg,042,tilted,book,triangles_marked/042_T1_marked.jpg,1024.0,768.0,511.0,72.0,418.0,625.0,523.0,85.0,560.7655,550.1136,17.6918,52.2557,1.4572,126.2871,isosceles,obtuse,31.6963,124.8298,31.6963,124.8298
triangles_original/043_P0.jpg,043,planar,none,triangles_marked/043_P0_marked.jpg,1024.0,768.0,719.0,121.0,188.0,633.0,685.0,477.0,737.6347,520.9079,357.6199,40.5881,26.5302,112.8817,scalene,obtuse,2.0626,86.3515,2.0626,86.3515
triangles_original/043_P1.jpg,043,planar,kettle,triangles_marked/043_P1_marked.jpg,1024.0,768.0,711.0,127.0,175.0,630.0,673.0,482.0,735.0544,519.5267,357.028,40.7094,26.6295,112.6612,scalene,obtuse,2.0588,86.0317,2.0588,86.0317
triangles_original/043_T0.jpg,043,tilted,none,triangles_marked/043_T0_marked.jpg,1024.0,768.0,165.0,225.0,810.0,387.0,447.0,177.0,665.0331,419.3674,286.0559,23.7588,15.951,140.2902,scalene,obtuse,2.3248,124.3392,2.3248,124.3392
triangles_original/043_T1.jpg,043,tilted,kettle,triangles_marked/043_T1_marked.jpg,1024.0,768.0,173.0,209.0,821.0,372.0,457.0,161.0,668.1864,420.7339,288.0278,23.7126,15.9802,140.3073,scalene,obtuse,2.3199,124.3271,2.3199,124.3271
triangles_original/044_P0.jpg,044,planar,none,triangles_marked/044_P0_marked.jpg,1024.0,768.0,702.0,120.0,492.0,586.0,657.0,468.0,511.1321,202.8522,350.8974,16.8904,30.1711,132.9386,scalene,obtuse,1.4566,102.7675,2.5197,116.0482
triangles_original/044_P1.jpg,044,planar,kettle,triangles_marked/044_P1_marked.jpg,1024.0,768.0,708.0,116.0,505.0,591.0,669.0,466.0,516.5598,206.2062,352.1662,16.7822,29.5452,133.6726,scalene,obtuse,1.4668,104.1274,2.5051,116.8905
triangles_original/044_T0.jpg,044,tilted,none,triangles_marked/044_T0_marked.jpg,1024.0,768.0,182.0,208.0,664.0,175.0,484.0,128.0,483.1283,186.0349,312.4164,10.9203,18.5505,150.5293,scalene,obtuse,1.5464,131.9788,2.597,139.609
triangles_original/044_T1.jpg,044,tilted,kettle,triangles_marked/044_T1_marked.jpg,1024.0,768.0,169.0,214.0,650.0,174.0,470.0,130.0,482.6603,185.2998,312.5012,10.839,18.4901,150.6709,scalene,obtuse,1.5445,132.1809,2.6048,139.8319
triangles_original/045_P0.jpg,045,planar,none,triangles_marked/045_P0_marked.jpg,768.0,1024.0,534.0,656.0,251.0,241.0,258.0,610.0,502.3087,369.0664,279.8071,46.2465,33.2044,100.5491,scalene,obtuse,1.7952,67.3447,1.7952,67.3447
triangles_original/045_P1.jpg,045,planar,kettle,triangles_marked/045_P1_marked.jpg,768.0,1024.0,537.0,657.0,252.0,240.0,263.0,613.0,505.0881,373.1622,277.5104,46.5263,32.6616,100.8121,scalene,obtuse,1.8201,68.1505,1.8201,68.1505
triangles_original/045_T0.jpg,045,tilted,none,triangles_marked/045_T0_marked.jpg,1024.0,768.0,780.0,248.0,279.0,279.0,632.0,420.0,501.9582,380.1184,226.9097,45.7484,25.3142,108.9374,scalene,obtuse,2.2121,83.6233,2.2121,83.6233
triangles_original/045_T1.jpg,045,tilted,kettle,triangles_marked/045_T1_marked.jpg,1024.0,768.0,771.0,257.0,272.0,290.0,625.0,427.0,500.09,378.6529,224.0893,45.5596,24.9949,109.4454,scalene,obtuse,2.2317,84.4505,2.2317,84.4505
triangles_original/046_P0.jpg,046,planar,none,triangles_marked/046_P0_marked.jpg,768.0,1024.0,173.0,604.0,445.0,248.0,583.0,224.0,448.0179,140.0714,559.017,9.7933,137.2473,32.9594,scalene,obtuse,0.8014,104.2878,3.9909,127.454
triangles_original/046_P1.jpg,046,planar,apple,triangles_marked/046_P1_marked.jpg,768.0,1024.0,162.0,646.0,433.0,281.0,570.0,257.0,454.6053,139.0863,563.7242,9.773,136.529,33.698,scalene,obtuse,0.8064,102.831,4.0531,126.756
triangles_original/046_T0.jpg,046,tilted,none,triangles_marked/046_T0_marked.jpg,1024.0,768.0,604.0,128.0,615.0,460.0,496.0,549.0,332.1822,148.6001,434.632,16.2856,124.8951,38.8193,scalene,obtuse,0.7643,86.0759,2.9248,108.6095
triangles_original/046_T1.jpg,046,tilted,apple,triangles_marked/046_T1_marked.jpg,1024.0,768.0,625.0,121.0,627.0,455.0,507.0,537.0,334.006,145.341,432.4118,16.1793,124.003,39.8177,scalene,obtuse,0.7724,84.1853,2.9752,107.8237
triangles_original/047_P0.jpg,047,planar,none,triangles_marked/047_P0_marked.jpg,1024.0,768.0,434.0,281.0,672.0,364.0,831.0,582.0,252.0575,269.824,498.2068,17.9432,145.3311,16.7257,scalene,obtuse,0.5059,128.6055,1.9766,128.6055
triangles_original/047_P1.jpg,047,planar,apple,triangles_marked/047_P1_marked.jpg,1024.0,768.0,440.0,279.0,677.0,363.0,841.0,584.0,251.4458,275.2036,503.8115,17.7407,146.0943,16.165,scalene,obtuse,0.4991,129.9293,2.0037,129.9293
triangles_original/047_T0.jpg,047,tilted,none,triangles_marked/047_T0_marked.jpg,1024.0,768.0,506.0,196.0,508.0,339.0,307.0,511.0,143.014,264.5468,372.5936,33.0838,129.753,17.1632,scalene,obtuse,0.3838,112.5898,2.6053,112.5898
triangles_original/047_T1.jpg,047,tilted,apple,triangles_marked/047_T1_marked.jpg,1024.0,768.0,521.0,202.0,520.0,350.0,315.0,527.0,148.0034,270.8394,384.787,31.9813,131.1949,16.8238,scalene,obtuse,0.3846,114.3711,2.5999,114.3711
triangles_original/048_P0.jpg,048,planar,none,triangles_marked/048_P0_marked.jpg,1024.0,768.0,667.0,356.0,432.0,266.0,823.0,580.0,251.6446,501.4748,272.9689,145.8102,17.8111,16.3787,scalene,obtuse,0.9219,1.4324,1.9928,129.4316
triangles_original/048_P1.jpg,048,planar,apple,triangles_marked/048_P1_marked.jpg,1024.0,768.0,671.0,354.0,434.0,266.0,829.0,578.0,252.8102,503.3577,274.1168,145.5679,17.9339,16.4982,scalene,obtuse,0.9223,1.4357,1.991,129.0696
triangles_original/048_T0.jpg,048,tilted,none,triangles_marked/048_T0_marked.jpg,1024.0,768.0,520.0,350.0,528.0,287.0,260.0,426.0,63.5059,301.9023,270.88,113.531,55.3493,11.1198,scalene,obtuse,0.2344,44.2295,4.7539,102.4112
triangles_original/048_T1.jpg,048,tilted,apple,triangles_marked/048_T1_marked.jpg,1024.0,768.0,517.0,387.0,525.0,322.0,258.0,466.0,65.4905,303.3562,270.7804,113.9792,54.6444,11.3764,scalene,obtuse,0.2419,43.268,4.6321,102.6028
triangles_original/049_P0.jpg,049,planar,none,triangles_marked/049_P0_marked.jpg,768.0,1024.0,595.0,215.0,283.0,598.0,375.0,363.0,493.997,252.3668,265.149,16.9032,17.7872,145.3096,scalene,obtuse,1.8631,127.5224,1.9575,128.4064
triangles_original/049_P1.jpg,049,planar,box,triangles_marked/049_P1_marked.jpg,768.0,1024.0,588.0,202.0,275.0,587.0,369.0,352.0,496.1794,253.1027,265.4449,16.4809,17.3093,146.2099,scalene,obtuse,1.8692,128.9006,1.9604,129.729
triangles_original/049_T0.jpg,049,tilted,none,triangles_marked/049_T0_marked.jpg,1024.0,768.0,378.0,572.0,526.0,160.0,552.0,350.0,437.7762,191.7707,282.0638,18.3293,27.5515,134.1191,scalene,obtuse,1.552,106.5676,2.2828,115.7898
triangles_original/049_T1.jpg,049,tilted,box,triangles_marked/049_T1_marked.jpg,1024.0,768.0,361.0,570.0,515.0,148.0,541.0,345.0,449.2215,198.7083,288.1406,18.6113,27.5669,133.8218,scalene,obtuse,1.559,106.2549,2.2607,115.2104
triangles_original/050_P0.jpg,050,planar,none,triangles_marked/050_P0_marked.jpg,768.0,1024.0,178.0,649.0,526.0,549.0,286.0,540.0,362.0829,240.1687,153.4438,29.2317,18.1799,132.5884,scalene,obtuse,2.3597,114.4085,2.3597,114.4085
triangles_original/050_P1.jpg,050,planar,box,triangles_marked/050_P1_marked.jpg,768.0,1024.0,168.0,646.0,517.0,543.0,277.0,537.0,363.8818,240.075,154.1493,28.5571,17.875,133.5679,scalene,obtuse,2.3606,115.693,2.3606,115.693
triangles_original/050_T0.jpg,050,tilted,none,triangles_marked/050_T0_marked.jpg,1024.0,768.0,749.0,400.0,511.0,175.0,618.0,342.0,327.5195,198.3381,143.2655,19.5104,13.9599,146.5297,scalene,obtuse,2.2861,132.5698,2.2861,132.5698
triangles_original/050_T1.jpg,050,tilted,box,triangles_marked/050_T1_marked.jpg,1024.0,768.0,754.0,392.0,511.0,161.0,619.0,332.0,335.276,202.2498,147.7329,19.5873,14.1746,146.2381,scalene,obtuse,2.2695,132.0636,2.2695,132.0636
triangles_original/051_P0.jpg,051,planar,none,triangles_marked/051_P0_marked.jpg,768.0,1024.0,208.0,601.0,500.0,281.0,255.0,434.0,433.202,288.8494,173.4878,26.6619,15.6352,137.7029,scalene,obtuse,2.497,122.0677,2.497,122.0677
triangles_original/051_P1.jpg,051,planar,box,triangles_marked/051_P1_marked.jpg,768.0,1024.0,186.0,611.0,482.0,289.0,235.0,442.0,437.3786,290.5478,175.9602,26.4219,15.6336,137.9445,scalene,obtuse,2.4857,122.3108,2.4857,122.3108
triangles_original/051_T0.jpg,051,tilted,none,triangles_marked/051_T0_marked.jpg,1024.0,768.0,546.0,504.0,516.0,205.0,453.0,372.0,300.5012,178.4881,161.4714,29.4369,26.3983,124.1648,scalene,obtuse,1.861,97.7665,1.861,97.7665
triangles_original/051_T1.jpg,051,tilted,box,triangles_marked/051_T1_marked.jpg,1024.0,768.0,541.0,494.0,520.0,194.0,452.0,356.0,300.7341,175.6929,164.2102,28.8149,26.7746,124.4105,scalene,obtuse,1.8314,97.636,1.8314,97.636
triangles_original/052_P0.jpg,052,planar,none,triangles_marked/052_P0_marked.jpg,768.0,1024.0,188.0,669.0,408.0,189.0,216.0,263.0,528.0152,205.7669,406.9644,20.6784,44.2989,115.0227,scalene,obtuse,1.2974,70.7237,2.5661,94.3443
triangles_original/052_P1.jpg,052,planar,stool,triangles_marked/052_P1_marked.jpg,768.0,1024.0,167.0,632.0,397.0,140.0,198.0,215.0,543.1059,212.6641,418.1507,20.8036,44.2942,114.9022,scalene,obtuse,1.2988,70.608,2.5538,94.0987
triangles_original/052_T0.jpg,052,tilted,none,triangles_marked/052_T0_marked.jpg,1024.0,768.0,502.0,158.0,554.0,513.0,675.0,343.0,358.7882,208.6648,253.2864,34.7468,43.7753,101.4779,scalene,obtuse,1.4165,57.7026,1.7194,66.7311
